block_request_id,asset_id,section_id_request,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,asset_type,section_id_asset,nearest_station_code,criticality,asset_risk_score,maintenance_priority
BR-09304,AST-0070,SEC-018,BDWD,Track Inspection,90,Medium,03:30,Fixed,Signal Team,Urgent,Pending,210,0,210,210,Track,SEC-018,BDWD,Low,58.9,Medium
BR-09305,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,11:00,Fixed,Track Maintenance Team,Normal,Pending,660,0,660,660,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09306,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,12:30,±15 min,Track Maintenance Team,Urgent,Pending,750,15,735,765,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09307,AST-0177,SEC-015,JEUR,Signal Maintenance,75,Medium,02:45,±60 min,Signal Team,Urgent,Pending,165,60,105,225,Signal,SEC-015,JEUR,High,59.96,Medium
BR-09308,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,02:30,±30 min,Signal Team,Normal,Pending,150,30,120,180,Point Machine,SEC-043,HBJ,High,69.6,High
BR-09309,AST-0077,SEC-033,DLGN,OHE Inspection,45,Low,10:15,±15 min,Bridge Inspection Team,Urgent,Pending,615,15,600,630,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09310,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,15:15,±30 min,Track Maintenance Team,Normal,Pending,915,30,885,945,Bridge,SEC-021,BD,Low,43.06,Medium
BR-09311,AST-0159,SEC-029,PLO,OHE Inspection,45,Medium,21:45,±30 min,Bridge Inspection Team,Normal,Pending,1305,30,1275,1335,Signal,SEC-029,PLO,High,46.95,Medium
BR-09312,AST-0104,SEC-038,HD,Signal Maintenance,30,High,22:15,Fixed,Signal Team,Normal,Pending,1335,0,1335,1335,OHE,SEC-038,HD,Medium,75.24,High
BR-09313,AST-0086,SEC-030,WR,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320,OHE,SEC-030,WR,Medium,70.23,High
BR-09314,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,10:30,±15 min,OHE Team,Normal,Pending,630,15,615,645,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-09315,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,18:45,±15 min,OHE Team,Urgent,Pending,1125,15,1110,1140,Bridge,SEC-009,JMD,High,47.35,Medium
BR-09316,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-09317,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,13:00,±15 min,Bridge Inspection Team,Normal,Pending,780,15,765,795,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-09318,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-09319,AST-0077,SEC-033,DLGN,Track Renewal,45,Low,18:30,±15 min,Bridge Inspection Team,Urgent,Pending,1110,15,1095,1125,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09320,AST-0070,SEC-018,BDWD,Track Inspection,90,Medium,04:00,±15 min,Signal Team,Urgent,Pending,240,15,225,255,Track,SEC-018,BDWD,Low,58.9,Medium
BR-09321,AST-0104,SEC-038,HD,Signal Maintenance,30,High,06:45,±15 min,Signal Team,Normal,Pending,405,15,390,420,OHE,SEC-038,HD,Medium,75.24,High
BR-09322,AST-0127,SEC-010,DHI,Point Machine Maintenance,120,Medium,13:30,±15 min,Signal Team,Urgent,Pending,810,15,795,825,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-09323,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-09324,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,15:15,±30 min,OHE Team,Urgent,Pending,915,30,885,945,OHE,SEC-003,JTJ,High,38.52,Medium
BR-09325,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±15 min,OHE Team,Normal,Pending,75,15,60,90,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-09326,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,01:45,±60 min,Track Maintenance Team,Urgent,Pending,105,60,45,165,OHE,SEC-004,BNC,High,50.39,Medium
BR-09327,AST-0027,SEC-026,PRLI,Track Inspection,45,High,14:30,±15 min,Track Maintenance Team,Normal,Pending,870,15,855,885,Bridge,SEC-026,PRLI,High,61.14,High
BR-09328,AST-0063,SEC-019,MKU,Bridge Inspection,90,Low,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60,Signal,SEC-019,MKU,High,31.08,Low
BR-09329,AST-0027,SEC-026,PRLI,Track Inspection,30,High,18:15,±30 min,Track Maintenance Team,Normal,Pending,1095,30,1065,1125,Bridge,SEC-026,PRLI,High,61.14,High
BR-09330,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,07:45,±30 min,OHE Team,Urgent,Pending,465,30,435,495,Bridge,SEC-009,JMD,High,47.35,Medium
BR-09331,AST-0012,SEC-015,JEUR,Signal Maintenance,45,Low,00:45,±30 min,Bridge Inspection Team,Urgent,Pending,45,30,15,75,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-09332,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,08:30,Fixed,OHE Team,Urgent,Pending,510,0,510,510,Bridge,SEC-009,JMD,High,47.35,Medium
BR-09333,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-09334,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,18:30,±30 min,Bridge Inspection Team,Urgent,Pending,1110,30,1080,1140,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09335,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,10:15,Fixed,Track Maintenance Team,Urgent,Pending,615,0,615,615,OHE,SEC-033,KVK,High,32.82,Low
BR-09336,AST-0021,SEC-021,MZR,Signal Maintenance,45,High,07:15,±30 min,OHE Team,Normal,Pending,435,30,405,465,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-09337,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,10:00,±15 min,Bridge Inspection Team,Normal,Pending,600,15,585,615,Track,SEC-041,GAR,Critical,49.75,Medium
BR-09338,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,11:00,±30 min,Track Maintenance Team,Normal,Pending,660,30,630,690,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09339,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,21:30,±30 min,Bridge Inspection Team,Normal,Pending,1290,30,1260,1320,Track,SEC-041,GAR,Critical,49.75,Medium
BR-09340,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,14:45,Fixed,Track Maintenance Team,Normal,Pending,885,0,885,885,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09341,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,22:15,±30 min,OHE Team,Urgent,Pending,1335,30,1305,1365,OHE,SEC-003,JTJ,High,38.52,Medium
BR-09342,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09343,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,20:45,±30 min,Signal Team,Normal,Pending,1245,30,1215,1275,Signal,SEC-019,MKU,High,31.08,Low
BR-09344,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,15:45,±30 min,Track Maintenance Team,Urgent,Pending,945,30,915,975,OHE,SEC-033,KVK,High,32.82,Low
BR-09345,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,11:45,±30 min,Track Maintenance Team,Urgent,Pending,705,30,675,735,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09346,AST-0027,SEC-026,PRLI,Track Inspection,30,High,18:30,Fixed,Track Maintenance Team,Normal,Pending,1110,0,1110,1110,Bridge,SEC-026,PRLI,High,61.14,High
BR-09347,AST-0008,SEC-017,ANG,Track Renewal,30,Low,19:15,±30 min,OHE Team,Urgent,Pending,1155,30,1125,1185,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-09348,AST-0121,SEC-028,CND,Track Renewal,60,High,14:00,±15 min,Track Maintenance Team,Urgent,Pending,840,15,825,855,Level Crossing,SEC-028,CND,High,69.19,High
BR-09349,AST-0122,SEC-042,HBD,Bridge Inspection,90,High,13:30,Fixed,Track Maintenance Team,Normal,Pending,810,0,810,810,Bridge,SEC-042,HBD,Low,76.65,High
BR-09350,AST-0086,SEC-030,WR,Track Inspection,30,High,03:15,±30 min,Track Maintenance Team,Normal,Pending,195,30,165,225,OHE,SEC-030,WR,Medium,70.23,High
BR-09351,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±15 min,OHE Team,Normal,Pending,75,15,60,90,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-09352,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-09353,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,10:30,±15 min,Track Maintenance Team,Normal,Pending,630,15,615,645,Track,SEC-022,SUR,High,51.33,Medium
BR-09354,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09355,AST-0042,SEC-020,SEG,Track Inspection,75,Low,08:45,±30 min,Track Maintenance Team,Normal,Pending,525,30,495,555,Bridge,SEC-020,SEG,High,31.46,Low
BR-09356,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:15,±30 min,OHE Team,Urgent,Pending,795,30,765,825,Point Machine,SEC-027,PAU,High,30.47,Low
BR-09357,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,12:15,±30 min,Bridge Inspection Team,Urgent,Pending,735,30,705,765,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09358,AST-0049,SEC-025,LTRR,Track Renewal,45,Medium,08:30,±15 min,OHE Team,Normal,Pending,510,15,495,525,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-09359,AST-0027,SEC-026,PRLI,Track Inspection,30,High,10:15,Fixed,Track Maintenance Team,Normal,Pending,615,0,615,615,Bridge,SEC-026,PRLI,High,61.14,High
BR-09360,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320,Bridge,SEC-026,PRLI,High,61.14,High
BR-09361,AST-0159,SEC-029,PLO,OHE Inspection,90,Medium,05:00,±30 min,Bridge Inspection Team,Normal,Pending,300,30,270,330,Signal,SEC-029,PLO,High,46.95,Medium
BR-09362,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:15,±30 min,Signal Team,Normal,Pending,915,30,885,945,Bridge,SEC-003,JTJ,Medium,39.46,Medium
BR-09363,AST-0126,SEC-041,GAR,Track Renewal,45,Medium,06:45,±30 min,Bridge Inspection Team,Normal,Pending,405,30,375,435,Track,SEC-041,GAR,Critical,49.75,Medium
BR-09364,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,01:00,±60 min,Signal Team,Urgent,Pending,60,60,0,120,Signal,SEC-015,JEUR,High,59.96,Medium
BR-09365,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,02:30,±30 min,Signal Team,Normal,Pending,150,30,120,180,OHE,SEC-043,HBJ,High,95.3,Critical
BR-09366,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±60 min,Track Maintenance Team,Normal,Pending,60,60,0,120,Bridge,SEC-026,PRLI,High,61.14,High
BR-09367,AST-0027,SEC-026,PRLI,Track Inspection,60,High,10:00,±15 min,Track Maintenance Team,Normal,Pending,600,15,585,615,Bridge,SEC-026,PRLI,High,61.14,High
BR-09368,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,01:00,±30 min,Bridge Inspection Team,Normal,Pending,60,30,30,90,Bridge,SEC-017,ANG,Critical,80.11,Critical
BR-09369,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,11:15,±30 min,Track Maintenance Team,Normal,Pending,675,30,645,705,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09370,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,15:30,Fixed,OHE Team,Urgent,Pending,930,0,930,930,OHE,SEC-003,JTJ,High,38.52,Medium
BR-09371,AST-0027,SEC-026,PRLI,Track Inspection,60,High,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780,Bridge,SEC-026,PRLI,High,61.14,High
BR-09372,AST-0194,SEC-027,PAU,Rail Grinding,45,Low,13:15,±15 min,OHE Team,Urgent,Pending,795,15,780,810,Point Machine,SEC-027,PAU,High,30.47,Low
BR-09373,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,10:15,Fixed,Signal Team,Urgent,Pending,615,0,615,615,Track,SEC-018,BDWD,Low,58.9,Medium
BR-09374,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,10:15,±15 min,Track Maintenance Team,Normal,Pending,615,15,600,630,Track,SEC-022,SUR,High,51.33,Medium
BR-09375,AST-0077,SEC-033,DLGN,OHE Inspection,120,Low,12:15,±30 min,Bridge Inspection Team,Urgent,Pending,735,30,705,765,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09376,AST-0077,SEC-033,DLGN,Track Renewal,75,Low,13:15,±60 min,Bridge Inspection Team,Urgent,Pending,795,60,735,855,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09377,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-09378,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,12:15,±15 min,OHE Team,Normal,Pending,735,15,720,750,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-09379,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:30,±30 min,Track Maintenance Team,Normal,Pending,750,30,720,780,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-09380,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,10:30,±15 min,Signal Team,Urgent,Pending,630,15,615,645,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-09381,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,07:15,±30 min,Signal Team,Urgent,Pending,435,30,405,465,Track,SEC-018,BDWD,Low,58.9,Medium
BR-09382,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,Bridge,SEC-043,BINA,High,35.37,Medium
BR-09383,AST-0047,SEC-017,ANG,Track Inspection,60,Critical,06:15,Fixed,Bridge Inspection Team,Normal,Pending,375,0,375,375,Bridge,SEC-017,ANG,Critical,80.11,Critical
BR-09384,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-09385,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,00:45,±30 min,OHE Team,Normal,Pending,45,30,15,75,Signal,SEC-021,BD,Critical,53.64,Medium
BR-09386,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,13:15,Fixed,Track Maintenance Team,Urgent,Pending,795,0,795,795,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09387,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,Bridge,SEC-043,BINA,High,35.37,Medium
BR-09388,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,12:45,±15 min,Track Maintenance Team,Urgent,Pending,765,15,750,780,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09389,AST-0075,SEC-036,ARAG,Point Machine Maintenance,45,Medium,13:45,±15 min,Track Maintenance Team,Normal,Pending,825,15,810,840,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-09390,AST-0059,SEC-021,BD,Track Renewal,30,Medium,03:15,±30 min,Signal Team,Urgent,Pending,195,30,165,225,Bridge,SEC-021,BD,Low,43.06,Medium
BR-09391,AST-0121,SEC-028,CND,Track Renewal,30,High,16:15,±30 min,Track Maintenance Team,Urgent,Pending,975,30,945,1005,Level Crossing,SEC-028,CND,High,69.19,High
BR-09392,AST-0027,SEC-026,PRLI,Track Inspection,30,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,Bridge,SEC-026,PRLI,High,61.14,High
BR-09393,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,Fixed,Track Maintenance Team,Normal,Pending,1290,0,1290,1290,Bridge,SEC-026,PRLI,High,61.14,High
BR-09394,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-09395,AST-0012,SEC-015,JEUR,Signal Maintenance,90,Low,02:45,±15 min,Bridge Inspection Team,Urgent,Pending,165,15,150,180,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-09396,AST-0124,SEC-022,NAVI,Rail Grinding,45,High,11:00,±30 min,Track Maintenance Team,Normal,Pending,660,30,630,690,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09397,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-09398,AST-0121,SEC-028,CND,Track Renewal,30,High,19:45,±30 min,Track Maintenance Team,Urgent,Pending,1185,30,1155,1215,Level Crossing,SEC-028,CND,High,69.19,High
BR-09399,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,13:30,±30 min,Signal Team,Urgent,Pending,810,30,780,840,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-09400,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,Fixed,Bridge Inspection Team,Urgent,Pending,585,0,585,585,Bridge,SEC-007,JL,Medium,31.28,Low
BR-09401,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-09402,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-09403,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-09404,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,20:30,Fixed,OHE Team,Urgent,Pending,1230,0,1230,1230,Bridge,SEC-009,JMD,High,47.35,Medium
BR-09405,AST-0117,SEC-043,HBJ,Signal Maintenance,45,Critical,12:30,±60 min,Signal Team,Normal,Pending,750,60,690,810,OHE,SEC-043,HBJ,High,95.3,Critical
BR-09406,AST-0104,SEC-038,HD,Signal Maintenance,45,High,04:00,±15 min,Signal Team,Normal,Pending,240,15,225,255,OHE,SEC-038,HD,Medium,75.24,High
BR-09407,AST-0177,SEC-015,JEUR,Signal Maintenance,75,Medium,03:00,±15 min,Signal Team,Urgent,Pending,180,15,165,195,Signal,SEC-015,JEUR,High,59.96,Medium
BR-09408,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,15:15,±30 min,Track Maintenance Team,Urgent,Pending,915,30,885,945,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09409,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-09410,AST-0047,SEC-017,ANG,Track Inspection,45,Critical,19:15,±30 min,Bridge Inspection Team,Normal,Pending,1155,30,1125,1185,Bridge,SEC-017,ANG,Critical,80.11,Critical
BR-09411,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,12:45,Fixed,Track Maintenance Team,Normal,Pending,765,0,765,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-09412,AST-0121,SEC-028,CND,Track Renewal,30,High,16:30,±30 min,Track Maintenance Team,Urgent,Pending,990,30,960,1020,Level Crossing,SEC-028,CND,High,69.19,High
BR-09413,AST-0075,SEC-036,ARAG,Point Machine Maintenance,120,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-09414,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,Fixed,Track Maintenance Team,Urgent,Pending,810,0,810,810,OHE,SEC-004,BNC,High,50.39,Medium
BR-09415,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-09416,AST-0177,SEC-015,JEUR,Signal Maintenance,45,Medium,00:45,±30 min,Signal Team,Urgent,Pending,45,30,15,75,Signal,SEC-015,JEUR,High,59.96,Medium
BR-09417,AST-0042,SEC-020,SEG,Track Inspection,45,Low,00:45,±30 min,Track Maintenance Team,Normal,Pending,45,30,15,75,Bridge,SEC-020,SEG,High,31.46,Low
BR-09418,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,11:15,Fixed,Track Maintenance Team,Normal,Pending,675,0,675,675,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09419,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,15:15,Fixed,Track Maintenance Team,Urgent,Pending,915,0,915,915,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09420,AST-0059,SEC-021,BD,Rail Grinding,45,Medium,03:15,Fixed,Track Maintenance Team,Normal,Pending,195,0,195,195,Bridge,SEC-021,BD,Low,43.06,Medium
BR-09421,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,20:30,Fixed,Signal Team,Urgent,Pending,1230,0,1230,1230,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-09422,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,Fixed,Signal Team,Normal,Pending,45,0,45,45,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-09423,AST-0070,SEC-018,BDWD,Track Inspection,30,Medium,11:00,±30 min,Signal Team,Urgent,Pending,660,30,630,690,Track,SEC-018,BDWD,Low,58.9,Medium
BR-09424,AST-0027,SEC-026,PRLI,Track Inspection,60,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,Bridge,SEC-026,PRLI,High,61.14,High
BR-09425,AST-0126,SEC-041,GAR,Track Renewal,60,Medium,05:00,±30 min,Bridge Inspection Team,Normal,Pending,300,30,270,330,Track,SEC-041,GAR,Critical,49.75,Medium
BR-09426,AST-0148,SEC-033,KVK,Signal Maintenance,120,Low,11:45,±30 min,Track Maintenance Team,Urgent,Pending,705,30,675,735,OHE,SEC-033,KVK,High,32.82,Low
BR-09427,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,00:45,±30 min,Bridge Inspection Team,Urgent,Pending,45,30,15,75,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-09428,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,22:15,±30 min,OHE Team,Urgent,Pending,1335,30,1305,1365,OHE,SEC-003,JTJ,High,38.52,Medium
BR-09429,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,02:30,±30 min,Signal Team,Normal,Pending,150,30,120,180,Point Machine,SEC-043,HBJ,High,69.6,High
BR-09430,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-09431,AST-0086,SEC-030,WR,Track Inspection,60,High,13:30,±60 min,Track Maintenance Team,Normal,Pending,810,60,750,870,OHE,SEC-030,WR,Medium,70.23,High
BR-09432,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,07:00,±30 min,Track Maintenance Team,Urgent,Pending,420,30,390,450,OHE,SEC-004,BNC,High,50.39,Medium
BR-09433,AST-0008,SEC-017,ANG,Track Renewal,30,Low,13:00,±30 min,OHE Team,Urgent,Pending,780,30,750,810,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-09434,AST-0049,SEC-025,LTRR,Track Renewal,45,Medium,12:15,Fixed,OHE Team,Normal,Pending,735,0,735,735,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-09435,AST-0059,SEC-021,BD,Rail Grinding,90,Medium,00:45,±15 min,Track Maintenance Team,Normal,Pending,45,15,30,60,Bridge,SEC-021,BD,Low,43.06,Medium
BR-09436,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,10:30,±30 min,OHE Team,Normal,Pending,630,30,600,660,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-09437,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,Fixed,Bridge Inspection Team,Urgent,Pending,900,0,900,900,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09438,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,21:15,Fixed,OHE Team,Normal,Pending,1275,0,1275,1275,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-09439,AST-0075,SEC-036,ARAG,Point Machine Maintenance,120,Medium,12:45,Fixed,Track Maintenance Team,Normal,Pending,765,0,765,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-09440,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,15:45,Fixed,OHE Team,Normal,Pending,945,0,945,945,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-09441,AST-0077,SEC-033,DLGN,Track Renewal,45,Low,18:45,±30 min,Bridge Inspection Team,Urgent,Pending,1125,30,1095,1155,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-09442,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,15:30,±30 min,Track Maintenance Team,Normal,Pending,930,30,900,960,Signal,SEC-022,NAVI,Medium,75.58,High
BR-09443,AST-0070,SEC-018,BDWD,Track Inspection,30,Medium,07:15,±30 min,Signal Team,Urgent,Pending,435,30,405,465,Track,SEC-018,BDWD,Low,58.9,Medium
BR-09444,AST-0077,SEC-033,DLGN,OHE Inspection,90,Low,06:45,±30 min,Bridge Inspection Team,Urgent,Pending,405,30,375,435,Signal,SEC-033,DLGN,Medium,31.57,Low
