existing_block_id,linked_block_request_id,asset_id,section_id,station_code,block_type,start_time,end_time,duration_min,assigned_team,status,operational_priority,source,block_date,start_min,end_min,calculated_duration_min,station Code,Station Name
EB-10780,,AST-5557,SEC-096,MDN,Planned Block,15:03,16:33,90,OHE Team,Planned,Normal,Existing/Committed,2026-06-28,903,993,90,MDN,MIDNAPORE
EB-10781,,AST-1230,SEC-461,SEGM,Maintenance Block,18:40,19:25,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-07-10,1120,1165,45,SEGM,SEVAGRAM
EB-10782,,AST-1805,SEC-482,TPTY,Engineering Block,02:42,04:42,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-06-24,162,282,120,TPTY,TIRUPATI
EB-10783,,AST-5782,SEC-472,PAU,Maintenance Block,02:42,04:42,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-02-20,162,282,120,PAU,PURNA JN
EB-10784,,AST-3271,SEC-067,ST,Engineering Block,14:18,14:48,30,Signal Team,Active,Normal,Existing/Committed,2025-01-01,858,888,30,ST,SURAT
EB-10785,,AST-3479,SEC-414,SRC,Maintenance Block,02:18,02:48,30,OHE Team,Confirmed,Normal,Existing/Committed,2026-03-15,138,168,30,SRC,SANTRAGACHI JN
EB-10786,,AST-2940,SEC-026,SNT,Planned Block,05:21,06:06,45,Signal Team,Planned,Normal,Existing/Committed,2026-08-15,321,366,45,SNT,SAINTHIA
EB-10787,,AST-9592,SEC-373,KWM,Maintenance Block,09:40,11:10,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2023-12-16,580,670,90,KWM,KAMPUR
EB-10788,,AST-0543,SEC-197,DAKE,Engineering Block,11:55,13:55,120,Track Maintenance Team,Active,Normal,Existing/Committed,2025-03-18,715,835,120,DAKE,DAKHINESWAR
EB-10789,,AST-7413,SEC-008,KATL,Engineering Block,07:02,07:32,30,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-04-08,422,452,30,KATL,KATOL
EB-10790,,AST-1230,SEC-461,SEGM,Engineering Block,01:17,02:32,75,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-02-16,77,152,75,SEGM,SEVAGRAM
EB-10791,,AST-6177,SEC-414,NHT,Maintenance Block,10:17,11:02,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-08-19,617,662,45,NHT,NALHATI JN
EB-10792,,AST-2093,SEC-419,DVL,Maintenance Block,09:31,11:01,90,Signal Team,Active,High,Existing/Committed,2025-01-25,571,661,90,DVL,DEVLALI
EB-10793,,AST-2659,SEC-377,GAYA,Engineering Block,07:21,08:21,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-10-15,441,501,60,GAYA,GAYA JN
EB-10794,,AST-0855,SEC-076,PAD,Maintenance Block,16:03,18:03,120,Signal Team,Confirmed,Normal,Existing/Committed,2024-10-18,963,1083,120,PAD,PARDI
EB-10795,,AST-3314,SEC-216,BCN,Maintenance Block,13:09,14:39,90,OHE Team,Planned,Normal,Existing/Committed,2024-10-05,789,879,90,BCN,BACHHRAWAN
EB-10796,,AST-9207,SEC-155,KOTA,Engineering Block,06:03,06:48,45,Signal Team,Active,Normal,Existing/Committed,2024-10-31,363,408,45,KOTA,KOTA JN
EB-10797,,AST-2797,SEC-339,MMR,Maintenance Block,22:50,00:50,120,OHE Team,Confirmed,Normal,Existing/Committed,2024-12-18,1370,50,120,MMR,MANMAD JN
EB-10798,,AST-4548,SEC-238,MJBK,Engineering Block,18:07,18:52,45,Signal Team,Active,Normal,Existing/Committed,2025-10-28,1087,1132,45,MJBK,MANJARI BUDRUK
EB-10799,,AST-4943,SEC-472,JSM,Maintenance Block,18:24,19:09,45,OHE Team,Confirmed,High,Existing/Committed,2024-03-16,1104,1149,45,JSM,JAISALMER
EB-10800,,AST-9636,SEC-322,BLGR,Maintenance Block,19:04,20:04,60,Signal Team,Confirmed,Normal,Existing/Committed,2024-01-20,1144,1204,60,BLGR,BALANGIR
EB-10801,,AST-4420,SEC-438,NDAE,Maintenance Block,06:21,07:06,45,Signal Team,Active,High,Existing/Committed,2025-05-10,381,426,45,NDAE,NABADWIP DHAM
EB-10802,,AST-1166,SEC-095,VAK,Maintenance Block,04:31,05:46,75,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-10-22,271,346,75,VAK,VARKALASIVAGIRI
EB-10803,,AST-5371,SEC-463,BRJN,Engineering Block,01:22,03:22,120,OHE Team,Planned,Normal,Existing/Committed,2024-08-25,82,202,120,BRJN,BRAJRAJNAGAR
EB-10804,,AST-6961,SEC-388,MGS,Engineering Block,16:43,17:28,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-06-29,1003,1048,45,MGS,MUGHAL SARAI JN
EB-10805,,AST-1416,SEC-448,BAQ,Engineering Block,01:51,03:51,120,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-08-26,111,231,120,BAQ,GANJ BASODA
EB-10806,,AST-1738,SEC-181,TVP,Maintenance Block,13:26,14:56,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-12-29,806,896,90,TVP,TRIVANDRUM PETT
EB-10807,,AST-4440,SEC-317,KOP,Engineering Block,05:06,05:36,30,Signal Team,Confirmed,High,Existing/Committed,2025-12-16,306,336,30,KOP,C SHAHUMHARAJ T
EB-10808,,AST-7309,SEC-111,PNP,Engineering Block,09:46,10:16,30,Signal Team,Confirmed,Normal,Existing/Committed,2024-05-05,586,616,30,PNP,PANIPAT JN
EB-10809,,AST-8651,SEC-056,PRL,Maintenance Block,15:56,16:41,45,Track Maintenance Team,Active,Normal,Existing/Committed,2024-04-10,956,1001,45,PRL,POLUR
EB-10810,,AST-6167,SEC-053,BUG,Engineering Block,22:22,23:22,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-06-15,1342,1402,60,BUG,BAGAHA
EB-10811,,AST-1088,SEC-337,SA,Maintenance Block,02:01,03:01,60,Signal Team,Confirmed,High,Existing/Committed,2025-01-06,121,181,60,SA,SALEM JN
EB-10812,,AST-0473,SEC-446,JHS,Engineering Block,07:46,08:31,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-12-09,466,511,45,JHS,JHANSI JN
EB-10813,,AST-0009,SEC-044,ORAI,Planned Block,14:17,15:47,90,Signal Team,Confirmed,High,Existing/Committed,2025-04-30,857,947,90,ORAI,ORAI
EB-10814,,AST-7144,SEC-400,BPHB,Maintenance Block,17:28,19:28,120,Bridge Inspection Team,Active,High,Existing/Committed,2024-11-29,1048,1168,120,BPHB,BHILAI PWR HS
EB-10815,,AST-6073,SEC-150,ED,Maintenance Block,20:51,21:36,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-05-18,1251,1296,45,ED,ERODE JN
EB-10816,,AST-5812,SEC-195,SGUJ,Maintenance Block,01:52,03:22,90,Signal Team,Confirmed,High,Existing/Committed,2024-05-22,112,202,90,SGUJ,SILIGURI JN
EB-10817,,AST-2502,SEC-251,JPE,Maintenance Block,12:56,14:56,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-01-04,776,896,120,JPE,JALPAIGURI ROAD
EB-10818,,AST-2582,SEC-174,DR,Maintenance Block,20:35,21:50,75,OHE Team,Confirmed,Normal,Existing/Committed,2024-07-24,1235,1310,75,DR,DADAR
EB-10819,,AST-5319,SEC-212,JHS,Maintenance Block,04:55,05:40,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-04-26,295,340,45,JHS,JHANSI JN
EB-10820,,AST-8588,SEC-062,NOK,Maintenance Block,18:37,20:07,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-03-08,1117,1207,90,NOK,NOKHA
EB-10821,,AST-1299,SEC-430,BDU,Maintenance Block,04:25,05:25,60,Track Maintenance Team,Active,High,Existing/Committed,2026-05-26,265,325,60,BDU,BADNAPUR
EB-10822,,AST-5943,SEC-454,KHED,Maintenance Block,19:55,20:55,60,OHE Team,Confirmed,Normal,Existing/Committed,2024-09-03,1195,1255,60,KHED,KHED
EB-10823,,AST-9612,SEC-113,RJPB,Engineering Block,19:33,20:18,45,Track Maintenance Team,Active,Normal,Existing/Committed,2024-03-29,1173,1218,45,RJPB,RAJENDRANAGAR T
EB-10824,,AST-9320,SEC-297,SAU,Maintenance Block,02:49,03:34,45,Track Maintenance Team,Active,Normal,Existing/Committed,2026-01-23,169,214,45,SAU,SANAND
EB-10825,,AST-6645,SEC-238,JSME,Maintenance Block,13:27,14:12,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-10-28,807,852,45,JSME,JASIDIH JN
EB-10826,,AST-7196,SEC-115,RHA,Engineering Block,12:39,13:24,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-11-06,759,804,45,RHA,RANAGHAT JN
EB-10827,,AST-3395,SEC-233,SMBX,Engineering Block,14:34,15:19,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-07-26,874,919,45,SMBX,SAMBA
EB-10828,,AST-9288,SEC-248,KL,Maintenance Block,19:28,19:58,30,OHE Team,Confirmed,Normal,Existing/Committed,2024-06-16,1168,1198,30,KL,KHERLI
EB-10829,,AST-8762,SEC-076,MDP,Maintenance Block,05:11,05:56,45,Signal Team,Active,High,Existing/Committed,2025-11-10,311,356,45,MDP,MADHUPUR JN
EB-10830,,AST-7736,SEC-479,VRLR,Maintenance Block,04:21,06:21,120,Signal Team,Planned,Normal,Existing/Committed,2025-12-07,261,381,120,VRLR,VIRANI ALUR
EB-10831,,AST-7562,SEC-418,KGM,Engineering Block,21:00,21:30,30,OHE Team,Planned,Normal,Existing/Committed,2024-10-05,1260,1290,30,KGM,KATHGODAM
EB-10832,,AST-1785,SEC-454,BUP,Maintenance Block,16:43,17:13,30,OHE Team,Confirmed,High,Existing/Committed,2025-03-23,1003,1033,30,BUP,BARIARPUR
EB-10833,,AST-1615,SEC-462,GDR,Engineering Block,13:59,15:59,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-11-09,839,959,120,GDR,GUDUR JN
EB-10834,,AST-2197,SEC-490,PNU,Maintenance Block,00:41,01:41,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-01-11,41,101,60,PNU,PALANPUR JN
EB-10835,,AST-9423,SEC-177,BZU,Maintenance Block,05:47,06:32,45,Track Maintenance Team,Active,High,Existing/Committed,2024-04-16,347,392,45,BZU,BETUL
EB-10836,,AST-5362,SEC-056,BWK,Maintenance Block,20:56,21:41,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-07-27,1256,1301,45,BWK,BAWANI KHERA
EB-10837,,AST-0616,SEC-490,MLDT,Maintenance Block,04:41,05:26,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-03-11,281,326,45,MLDT,MALDA TOWN
EB-10838,,AST-7756,SEC-352,PNYA,Engineering Block,22:12,23:27,75,OHE Team,Confirmed,Normal,Existing/Committed,2024-05-06,1332,1407,75,PNYA,PANIAHWA
EB-10839,,AST-9683,SEC-130,MDVR,Maintenance Block,08:01,08:46,45,Track Maintenance Team,Active,Normal,Existing/Committed,2024-01-24,481,526,45,MDVR,MADHAVNAGAR
EB-10840,,AST-8320,SEC-047,MRK,Maintenance Block,09:19,10:04,45,OHE Team,Active,Normal,Existing/Committed,2024-11-28,559,604,45,MRK,MARKAPUR ROAD
EB-10841,,AST-1998,SEC-030,KYJ,Engineering Block,10:15,11:00,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-08-19,615,660,45,KYJ,KAYANKULAM JN
EB-10842,,AST-2527,SEC-118,EE,Engineering Block,16:50,17:35,45,Track Maintenance Team,Active,Normal,Existing/Committed,2024-12-29,1010,1055,45,EE,ELURU
EB-10843,,AST-0765,SEC-287,NYN,Engineering Block,00:14,00:59,45,OHE Team,Active,Normal,Existing/Committed,2026-09-05,14,59,45,NYN,NAINI
EB-10844,,AST-8677,SEC-147,UCR,Engineering Block,15:49,16:34,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-04-13,949,994,45,UCR,UNCHAHAR JN
EB-10845,,AST-5673,SEC-252,PLJE,Planned Block,16:18,17:03,45,OHE Team,Planned,Normal,Existing/Committed,2026-01-12,978,1023,45,PLJE,PHULWARTANR
EB-10846,,AST-0419,SEC-094,HDE,Maintenance Block,10:34,11:19,45,Signal Team,Active,Normal,Existing/Committed,2026-02-03,634,679,45,HDE,HARDAS BIGHA
EB-10847,,AST-4372,SEC-270,SVJR,Engineering Block,19:36,20:51,75,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-01-08,1176,1251,75,SVJR,SHIVAJINAGAR
EB-10848,,AST-4373,SEC-119,MND,Planned Block,03:43,04:13,30,Track Maintenance Team,Active,Normal,Existing/Committed,2023-12-17,223,253,30,MND,MUNDERWA
EB-10849,,AST-3954,SEC-296,SOG,Engineering Block,15:11,17:11,120,Signal Team,Planned,Normal,Existing/Committed,2026-06-20,911,1031,120,SOG,SURATGARH JN
EB-10850,,AST-0076,SEC-047,VZM,Engineering Block,05:10,05:55,45,Signal Team,Confirmed,Normal,Existing/Committed,2026-06-30,310,355,45,VZM,VIZIANAGRAM JN
EB-10851,,AST-8996,SEC-422,SBI,Maintenance Block,00:19,00:49,30,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-04-21,19,49,30,SBI,SABARMATI JN
EB-10852,,AST-2231,SEC-013,ADI,Planned Block,08:05,09:05,60,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-09-16,485,545,60,ADI,AHMEDABAD JN
EB-10853,,AST-0086,SEC-030,WR,Maintenance Block,17:36,19:36,120,OHE Team,Confirmed,High,Existing/Committed,2026-06-21,1056,1176,120,WR,WARDHA JN
EB-10854,,AST-9689,SEC-363,BZO,Planned Block,05:39,06:39,60,Signal Team,Active,Normal,Existing/Committed,2026-07-18,339,399,60,BZO,BARSOLA
EB-10855,,AST-2829,SEC-099,VM,Maintenance Block,04:15,05:00,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-10-02,255,300,45,VM,VILLUPURAM JN
EB-10856,,AST-7389,SEC-353,STA,Planned Block,01:09,01:39,30,Track Maintenance Team,Active,Normal,Existing/Committed,2026-03-07,69,99,30,STA,SATNA
EB-10857,,AST-2467,SEC-070,PDY,Engineering Block,12:24,13:39,75,Bridge Inspection Team,Planned,High,Existing/Committed,2025-09-17,744,819,75,PDY,PUDUCHERRY
EB-10858,,AST-7746,SEC-455,KYQ,Maintenance Block,13:37,14:52,75,Bridge Inspection Team,Confirmed,High,Existing/Committed,2026-06-25,817,892,75,KYQ,KAMAKHYA
EB-10859,,AST-1806,SEC-417,TDL,Engineering Block,23:50,00:35,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-05-05,1430,35,45,TDL,TUNDLA JN
EB-10860,,AST-2897,SEC-010,SZR,Planned Block,09:29,10:59,90,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-08-03,569,659,90,SZR,SARUPATHAR
EB-10861,,AST-1636,SEC-459,KLX,Maintenance Block,21:39,23:09,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-01-04,1299,1389,90,KLX,KOLAKALUR
EB-10862,,AST-1582,SEC-396,LKO,Engineering Block,04:36,05:36,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-12-02,276,336,60,LKO,LUCKNOW NR
EB-10863,,AST-2602,SEC-087,KKP,Maintenance Block,07:34,08:34,60,Signal Team,Confirmed,Normal,Existing/Committed,2023-12-22,454,514,60,KKP,KOT KAPURA
EB-10864,,AST-2600,SEC-114,PER,Planned Block,01:42,03:12,90,OHE Team,Confirmed,Normal,Existing/Committed,2025-02-25,102,192,90,PER,PERAMBUR
EB-10865,,AST-1574,SEC-289,JWP,Engineering Block,13:23,15:23,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-03-01,803,923,120,JWP,JWALAPUR
EB-10866,,AST-9126,SEC-139,JMP,Engineering Block,13:35,14:20,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-09-29,815,860,45,JMP,JAMALPUR JN
EB-10867,,AST-2120,SEC-261,SZH,Maintenance Block,01:23,02:08,45,Signal Team,Confirmed,High,Existing/Committed,2024-10-22,83,128,45,SZH,SAONGA HALT
EB-10868,,AST-4263,SEC-307,KTE,Maintenance Block,15:47,16:32,45,Bridge Inspection Team,Planned,High,Existing/Committed,2025-02-09,947,992,45,KTE,KATNI
EB-10869,,AST-5660,SEC-334,UMB,Maintenance Block,14:22,15:07,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-12-12,862,907,45,UMB,AMBALA CANT JN
EB-10870,,AST-9082,SEC-315,SWE,Maintenance Block,14:03,15:18,75,OHE Team,Active,Normal,Existing/Committed,2025-12-11,843,918,75,SWE,SIWAITH
EB-10871,,AST-1721,SEC-189,BSR,Maintenance Block,22:40,23:55,75,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-09-02,1360,1435,75,BSR,VASAI ROAD
EB-10872,,AST-4663,SEC-251,RPH,Engineering Block,16:30,17:00,30,Signal Team,Confirmed,High,Existing/Committed,2024-03-11,990,1020,30,RPH,RAMPUR HAT
EB-10873,,AST-9443,SEC-093,BSL,Planned Block,14:56,16:56,120,OHE Team,Active,Normal,Existing/Committed,2025-04-30,896,1016,120,BSL,BHUSAVAL JN
EB-10874,,AST-4292,SEC-071,KRE,Engineering Block,23:42,00:27,45,Signal Team,Active,Normal,Existing/Committed,2026-03-19,1422,27,45,KRE,KARTARPUR
EB-10875,,AST-3058,SEC-232,RN,Maintenance Block,22:30,23:30,60,Track Maintenance Team,Planned,High,Existing/Committed,2025-04-01,1350,1410,60,RN,RATNAGIRI
EB-10876,,AST-7647,SEC-208,NTSK,Engineering Block,18:51,19:36,45,Signal Team,Active,High,Existing/Committed,2024-07-02,1131,1176,45,NTSK,NEW TINSUKIA JN
EB-10877,,AST-5569,SEC-334,SWA,Engineering Block,22:46,23:31,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-01-26,1366,1411,45,SWA,SAHJANWA
EB-10878,,AST-4097,SEC-273,TEL,Maintenance Block,13:15,14:45,90,Track Maintenance Team,Planned,Normal,Existing/Committed,2026-07-11,795,885,90,TEL,TENALI JN
EB-10879,,AST-8013,SEC-304,BRS,Maintenance Block,22:29,22:59,30,Signal Team,Confirmed,Normal,Existing/Committed,2026-01-09,1349,1379,30,BRS,BIRSINGHPUR
EB-10880,,AST-8404,SEC-232,SZM,Maintenance Block,19:57,20:57,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-05-14,1197,1257,60,SZM,SUBZI MANDI
EB-10881,,AST-7463,SEC-488,DPU,Maintenance Block,14:37,16:37,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-02-22,877,997,120,DPU,DIPHU
EB-10882,,AST-7328,SEC-223,DHNE,Maintenance Block,15:18,16:48,90,Track Maintenance Team,Active,Normal,Existing/Committed,2024-04-18,918,1008,90,DHNE,DHONE
EB-10883,,AST-0333,SEC-481,CHI,Engineering Block,12:29,13:44,75,Signal Team,Active,High,Existing/Committed,2024-12-21,749,824,75,CHI,CHIPLUN
EB-10884,,AST-4268,SEC-019,KMU,Engineering Block,17:02,18:02,60,Bridge Inspection Team,Confirmed,High,Existing/Committed,2026-03-01,1022,1082,60,KMU,KUMBAKONAM
EB-10885,,AST-4100,SEC-389,DURG,Maintenance Block,07:51,09:51,120,Signal Team,Active,High,Existing/Committed,2024-05-18,471,591,120,DURG,DURG
EB-10886,,AST-1046,SEC-230,PNM,Maintenance Block,00:55,02:25,90,OHE Team,Planned,Normal,Existing/Committed,2026-03-08,55,145,90,PNM,PANYAM
EB-10887,,AST-7863,SEC-440,KLK,Maintenance Block,16:15,17:15,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2023-12-12,975,1035,60,KLK,KALKA
EB-10888,,AST-3007,SEC-208,TPJ,Engineering Block,08:05,08:50,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-12-18,485,530,45,TPJ,TIRUCHCHIRAPALI
EB-10889,,AST-9257,SEC-249,SIL,Engineering Block,15:33,16:48,75,Signal Team,Confirmed,High,Existing/Committed,2024-09-18,933,1008,75,SIL,SAKHI GOPAL
EB-10890,,AST-0741,SEC-171,PKRA,Planned Block,09:48,10:33,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-07-28,588,633,45,PKRA,PARSA KHERA
EB-10891,,AST-6986,SEC-086,AWB,Engineering Block,10:58,11:43,45,OHE Team,Active,Normal,Existing/Committed,2025-03-30,658,703,45,AWB,AURANGABAD
EB-10892,,AST-1848,SEC-470,MQR,Maintenance Block,01:49,03:04,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-09-06,109,184,75,MQR,MALKHAID ROAD
EB-10893,,AST-3867,SEC-206,CPR,Planned Block,09:58,11:13,75,OHE Team,Confirmed,Normal,Existing/Committed,2024-08-09,598,673,75,CPR,CHHAPRA
EB-10894,,AST-4878,SEC-179,SA,Engineering Block,19:42,20:57,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-03-16,1182,1257,75,SA,SALEM JN
EB-10895,,AST-5704,SEC-473,KUH,Maintenance Block,19:20,20:50,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-01-16,1160,1250,90,KUH,KHACHROD
EB-10896,,AST-4253,SEC-125,ANGL,Engineering Block,21:18,22:03,45,OHE Team,Confirmed,High,Existing/Committed,2024-11-27,1278,1323,45,ANGL,ANGUL
EB-10897,,AST-7614,SEC-277,CRP,Maintenance Block,02:35,03:35,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-12-15,155,215,60,CRP,CHANDRAPURA JN
EB-10898,,AST-0029,SEC-008,PC,Maintenance Block,03:19,04:49,90,Signal Team,Planned,High,Existing/Committed,2025-05-31,199,289,90,PC,PACHORA JN
EB-10899,,AST-4396,SEC-424,RGDA,Maintenance Block,01:21,02:36,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-10-04,81,156,75,RGDA,RAYAGADA
EB-10900,,AST-3817,SEC-092,ATP,Planned Block,12:34,13:04,30,Track Maintenance Team,Active,High,Existing/Committed,2025-02-28,754,784,30,ATP,ANANTAPUR
EB-10901,,AST-8941,SEC-143,BRC,Maintenance Block,08:59,09:44,45,OHE Team,Planned,Normal,Existing/Committed,2024-02-13,539,584,45,BRC,VADODARA JN
EB-10902,,AST-9085,SEC-009,KAWR,Engineering Block,03:13,03:58,45,Signal Team,Confirmed,Normal,Existing/Committed,2023-12-16,193,238,45,KAWR,KARWAR
EB-10903,,AST-3116,SEC-292,JL,Maintenance Block,07:22,08:07,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-01-19,442,487,45,JL,JALGAON JN
EB-10904,,AST-9519,SEC-331,PVR,Planned Block,19:34,20:04,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-07-07,1174,1204,30,PVR,PANDHARPUR
EB-10905,,AST-9440,SEC-097,SQE,Maintenance Block,13:21,14:36,75,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-05-07,801,876,75,SQE,SAMARALA HALT
EB-10906,,AST-6972,SEC-203,DRD,Engineering Block,22:05,00:05,120,OHE Team,Confirmed,High,Existing/Committed,2025-12-27,1325,5,120,DRD,DAHANU ROAD
EB-10907,,AST-7027,SEC-327,ST,Planned Block,02:30,04:30,120,Signal Team,Confirmed,Normal,Existing/Committed,2026-05-23,150,270,120,ST,SURAT
EB-10908,,AST-7579,SEC-221,BALU,Maintenance Block,22:40,23:10,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-06-02,1360,1390,30,BALU,BALUGAON
EB-10909,,AST-8863,SEC-445,SBLJ,Planned Block,21:14,22:14,60,Signal Team,Confirmed,Normal,Existing/Committed,2026-07-25,1274,1334,60,SBLJ,SHRI BALAJI
EB-10910,,AST-5100,SEC-192,FDK,Engineering Block,04:00,06:00,120,Signal Team,Planned,Normal,Existing/Committed,2026-06-29,240,360,120,FDK,FARIDKOT
EB-10911,,AST-9617,SEC-337,MURI,Maintenance Block,22:31,23:16,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-08-17,1351,1396,45,MURI,MURI
EB-10912,,AST-0527,SEC-412,RJK,Engineering Block,21:56,23:26,90,Signal Team,Planned,High,Existing/Committed,2025-05-24,1316,1406,90,RJK,RAJA KA SAHASPR
EB-10913,,AST-0237,SEC-313,AGC,Maintenance Block,02:29,02:59,30,OHE Team,Confirmed,Normal,Existing/Committed,2024-06-04,149,179,30,AGC,AGRA CANTT
EB-10914,,AST-3496,SEC-104,JTS,Engineering Block,15:27,16:12,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-06-06,927,972,45,JTS,JATUSANA
EB-10915,,AST-8130,SEC-350,SFY,Planned Block,10:52,12:22,90,Track Maintenance Team,Confirmed,High,Existing/Committed,2023-12-29,652,742,90,SFY,SHAJAPUR
EB-10916,,AST-0482,SEC-192,BJU,Maintenance Block,15:46,17:16,90,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-09-16,946,1036,90,BJU,BARAUNI JN
EB-10917,,AST-3912,SEC-352,NAC,Maintenance Block,16:47,18:02,75,OHE Team,Confirmed,Normal,Existing/Committed,2025-02-16,1007,1082,75,NAC,NAWA CITY
EB-10918,,AST-5652,SEC-383,JMU,Maintenance Block,18:49,20:49,120,Track Maintenance Team,Active,Normal,Existing/Committed,2024-06-19,1129,1249,120,JMU,JAMUI
EB-10919,,AST-1870,SEC-299,BOJ,Planned Block,15:48,17:48,120,Signal Team,Active,Normal,Existing/Committed,2024-04-22,948,1068,120,BOJ,BHOJO
EB-10920,,AST-6217,SEC-039,JL,Maintenance Block,06:40,08:10,90,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-02-12,400,490,90,JL,JALGAON JN
EB-10921,,AST-4905,SEC-217,OGL,Engineering Block,22:25,00:25,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-09-11,1345,25,120,OGL,ONGOLE
EB-10922,,AST-9742,SEC-122,BMK,Maintenance Block,18:15,20:15,120,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-10-26,1095,1215,120,BMK,BIRANG KHERA
EB-10923,,AST-6568,SEC-252,CBE,Maintenance Block,12:31,13:46,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-09-02,751,826,75,CBE,COIMBATORE JN
EB-10924,,AST-6067,SEC-227,KND,Planned Block,21:01,22:16,75,Signal Team,Active,High,Existing/Committed,2024-03-30,1261,1336,75,KND,KANDRA
