block_request_id,asset_id,section_id,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,station Code,Station Name
BR-04247,AST-0177,SEC-015,JEUR,Signal Maintenance,75,Medium,15:45,Fixed,Signal Team,Urgent,Pending,945,0,945,945,JEUR,JEUR
BR-04248,AST-0070,SEC-018,BDWD,Track Inspection,45,Medium,08:00,±30 min,Signal Team,Urgent,Pending,480,30,450,510,BDWD,BODWAD
BR-04249,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±15 min,Track Maintenance Team,Normal,Pending,60,15,45,75,PRLI,PARLI VAIJNATH
BR-04250,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,07:00,±30 min,Track Maintenance Team,Urgent,Pending,420,30,390,450,BNC,BANGALORE CANT
BR-04251,AST-0148,SEC-033,KVK,Signal Maintenance,45,Low,02:30,±15 min,Track Maintenance Team,Urgent,Pending,150,15,135,165,KVK,KAVATHE MAHANKL
BR-04252,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,12:30,±60 min,Signal Team,Normal,Pending,750,60,690,810,HBJ,HABIBGANJ
BR-04253,AST-0027,SEC-026,PRLI,Track Inspection,30,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,PRLI,PARLI VAIJNATH
BR-04254,AST-0027,SEC-026,PRLI,Track Inspection,30,High,20:15,Fixed,Track Maintenance Team,Normal,Pending,1215,0,1215,1215,PRLI,PARLI VAIJNATH
BR-04255,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,14:45,Fixed,Track Maintenance Team,Urgent,Pending,885,0,885,885,NAVI,NEW AMRAVATI
BR-04256,AST-0059,SEC-021,BD,Track Renewal,30,Medium,11:45,Fixed,Signal Team,Urgent,Pending,705,0,705,705,BD,BADNERA JN
BR-04257,AST-0059,SEC-021,BD,Track Renewal,30,Medium,11:45,±30 min,Signal Team,Urgent,Pending,705,30,675,735,BD,BADNERA JN
BR-04258,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,10:15,Fixed,Signal Team,Urgent,Pending,615,0,615,615,JEUR,JEUR
BR-04259,AST-0159,SEC-029,PLO,OHE Inspection,60,Medium,13:00,±60 min,Bridge Inspection Team,Normal,Pending,780,60,720,840,PLO,PULGAON JN
BR-04260,AST-0121,SEC-028,CND,Track Renewal,30,High,12:15,±15 min,Track Maintenance Team,Urgent,Pending,735,15,720,750,CND,CHANDUR
BR-04261,AST-0012,SEC-015,JEUR,Signal Maintenance,90,Low,12:00,Fixed,Bridge Inspection Team,Urgent,Pending,720,0,720,720,JEUR,JEUR
BR-04262,AST-0171,SEC-012,KSRA,Track Inspection,30,High,09:45,±15 min,Track Maintenance Team,Normal,Pending,585,15,570,600,KSRA,KASARA
BR-04263,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-04264,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,SUR,SOLAPUR JN
BR-04265,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,18:00,±15 min,Bridge Inspection Team,Normal,Pending,1080,15,1065,1095,PLO,PULGAON JN
BR-04266,AST-0042,SEC-020,SEG,Track Inspection,30,Low,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,SEG,SHEGAON
BR-04267,AST-0008,SEC-017,ANG,Track Renewal,60,Low,16:45,±30 min,OHE Team,Urgent,Pending,1005,30,975,1035,ANG,AHMADNAGAR
BR-04268,AST-0159,SEC-029,PLO,OHE Inspection,60,Medium,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810,PLO,PULGAON JN
BR-04269,AST-0086,SEC-030,WR,Track Inspection,75,High,05:00,±30 min,Track Maintenance Team,Normal,Pending,300,30,270,330,WR,WARDHA JN
BR-04270,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,17:00,Fixed,Signal Team,Urgent,Pending,1020,0,1020,1020,BDWD,BODWAD
BR-04271,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±60 min,Signal Team,Urgent,Pending,330,60,270,390,DHI,DHULE
BR-04272,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-04273,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:45,±15 min,OHE Team,Normal,Pending,105,15,90,120,HWH,HOWRAH JN
BR-04274,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,12:15,±30 min,Track Maintenance Team,Urgent,Pending,735,30,705,765,NAVI,NEW AMRAVATI
BR-04275,AST-0171,SEC-012,KSRA,Track Inspection,75,High,18:15,±30 min,Track Maintenance Team,Normal,Pending,1095,30,1065,1125,KSRA,KASARA
BR-04276,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,15:15,±30 min,OHE Team,Urgent,Pending,915,30,885,945,JTJ,JOLARPETTAI
BR-04277,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,16:45,±60 min,OHE Team,Urgent,Pending,1005,60,945,1065,JMD,JAMDHA
BR-04278,AST-0049,SEC-025,LTRR,Track Renewal,45,Medium,14:15,Fixed,OHE Team,Normal,Pending,855,0,855,855,LTRR,LATUR ROAD
BR-04279,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±15 min,Track Maintenance Team,Normal,Pending,60,15,45,75,PRLI,PARLI VAIJNATH
BR-04280,AST-0077,SEC-033,DLGN,Track Renewal,75,Low,16:15,±30 min,Bridge Inspection Team,Urgent,Pending,975,30,945,1005,DLGN,DHALGAON
BR-04281,AST-0059,SEC-021,BD,Track Renewal,90,Medium,00:45,±30 min,Signal Team,Urgent,Pending,45,30,15,75,BD,BADNERA JN
BR-04282,AST-0171,SEC-012,KSRA,Track Inspection,45,High,09:45,±30 min,Track Maintenance Team,Normal,Pending,585,30,555,615,KSRA,KASARA
BR-04283,AST-0059,SEC-021,BD,Rail Grinding,60,Medium,04:30,±30 min,Track Maintenance Team,Normal,Pending,270,30,240,300,BD,BADNERA JN
BR-04284,AST-0104,SEC-038,HD,Signal Maintenance,30,High,21:00,±15 min,Signal Team,Normal,Pending,1260,15,1245,1275,HD,HARDA
BR-04285,AST-0177,SEC-015,JEUR,Signal Maintenance,45,Medium,18:30,±30 min,Signal Team,Urgent,Pending,1110,30,1080,1140,JEUR,JEUR
BR-04286,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,22:15,±30 min,OHE Team,Urgent,Pending,1335,30,1305,1365,JTJ,JOLARPETTAI
BR-04287,AST-0077,SEC-033,DLGN,OHE Inspection,90,Low,07:00,±30 min,Bridge Inspection Team,Urgent,Pending,420,30,390,450,DLGN,DHALGAON
BR-04288,AST-0077,SEC-033,DLGN,OHE Inspection,75,Low,16:00,±30 min,Bridge Inspection Team,Urgent,Pending,960,30,930,990,DLGN,DHALGAON
BR-04289,AST-0171,SEC-012,KSRA,Track Inspection,30,High,00:45,±15 min,Track Maintenance Team,Normal,Pending,45,15,30,60,KSRA,KASARA
BR-04290,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,18:30,Fixed,OHE Team,Normal,Pending,1110,0,1110,1110,LTRR,LATUR ROAD
BR-04291,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,13:30,±30 min,Bridge Inspection Team,Normal,Pending,810,30,780,840,ARAG,ARAG
BR-04292,AST-0075,SEC-036,ARAG,OHE Inspection,45,Medium,14:00,±15 min,Bridge Inspection Team,Normal,Pending,840,15,825,855,ARAG,ARAG
BR-04293,AST-0012,SEC-015,JEUR,Signal Maintenance,90,Low,02:45,±15 min,Bridge Inspection Team,Urgent,Pending,165,15,150,180,JEUR,JEUR
BR-04294,AST-0194,SEC-027,PAU,Rail Grinding,60,Low,19:30,Fixed,OHE Team,Urgent,Pending,1170,0,1170,1170,PAU,PURNA JN
BR-04295,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±15 min,Track Maintenance Team,Normal,Pending,120,15,105,135,SUR,SOLAPUR JN
BR-04296,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,BINA,BINA JN
BR-04297,AST-0121,SEC-028,CND,Track Renewal,30,High,19:30,±60 min,Track Maintenance Team,Urgent,Pending,1170,60,1110,1230,CND,CHANDUR
BR-04298,AST-0171,SEC-012,KSRA,Track Inspection,75,High,06:15,Fixed,Track Maintenance Team,Normal,Pending,375,0,375,375,KSRA,KASARA
BR-04299,AST-0049,SEC-025,LTRR,Track Renewal,75,Medium,15:45,±15 min,OHE Team,Normal,Pending,945,15,930,960,LTRR,LATUR ROAD
BR-04300,AST-0126,SEC-041,GAR,Track Inspection,60,Medium,09:45,Fixed,Bridge Inspection Team,Normal,Pending,585,0,585,585,GAR,GADARWARA
BR-04301,AST-0012,SEC-015,JEUR,Signal Maintenance,60,Low,03:15,±30 min,Bridge Inspection Team,Urgent,Pending,195,30,165,225,JEUR,JEUR
BR-04302,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,VSKP,VISAKHAPATNAM
BR-04303,AST-0121,SEC-028,CND,Track Renewal,60,High,08:00,±30 min,Track Maintenance Team,Urgent,Pending,480,30,450,510,CND,CHANDUR
BR-04304,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360,DHI,DHULE
BR-04305,AST-0012,SEC-015,JEUR,Signal Maintenance,90,Low,16:15,Fixed,Bridge Inspection Team,Urgent,Pending,975,0,975,975,JEUR,JEUR
BR-04306,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,13:15,±60 min,Track Maintenance Team,Normal,Pending,795,60,735,855,ARAG,ARAG
BR-04307,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,BINA,BINA JN
BR-04308,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:15,±15 min,Track Maintenance Team,Normal,Pending,735,15,720,750,ARAG,ARAG
BR-04309,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-04310,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-04311,AST-0126,SEC-041,GAR,Track Renewal,45,Medium,12:45,Fixed,Bridge Inspection Team,Normal,Pending,765,0,765,765,GAR,GADARWARA
BR-04312,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,17:00,±30 min,Track Maintenance Team,Urgent,Pending,1020,30,990,1050,NAVI,NEW AMRAVATI
BR-04313,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,DLGN,DHALGAON
BR-04314,AST-0121,SEC-028,CND,Track Renewal,60,High,22:00,±30 min,Track Maintenance Team,Urgent,Pending,1320,30,1290,1350,CND,CHANDUR
BR-04315,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,05:00,Fixed,Bridge Inspection Team,Urgent,Pending,300,0,300,300,JEUR,JEUR
BR-04316,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,20:00,±30 min,Bridge Inspection Team,Normal,Pending,1200,30,1170,1230,GAR,GADARWARA
BR-04317,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,12:30,±30 min,Signal Team,Normal,Pending,750,30,720,780,HBJ,HABIBGANJ
BR-04318,AST-0177,SEC-015,JEUR,Signal Maintenance,120,Medium,15:45,±60 min,Signal Team,Urgent,Pending,945,60,885,1005,JEUR,JEUR
BR-04319,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:15,±15 min,Signal Team,Normal,Pending,915,15,900,930,JTJ,JOLARPETTAI
BR-04320,AST-0027,SEC-026,PRLI,Track Inspection,45,High,18:00,±60 min,Track Maintenance Team,Normal,Pending,1080,60,1020,1140,PRLI,PARLI VAIJNATH
BR-04321,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,Fixed,Track Maintenance Team,Urgent,Pending,585,0,585,585,AK,AKOLA JN
BR-04322,AST-0124,SEC-022,NAVI,Rail Grinding,30,High,17:30,±15 min,Track Maintenance Team,Normal,Pending,1050,15,1035,1065,NAVI,NEW AMRAVATI
BR-04323,AST-0021,SEC-021,MZR,Signal Maintenance,30,High,07:30,±15 min,OHE Team,Normal,Pending,450,15,435,465,MZR,MURTAJAPUR
BR-04324,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,SUR,SOLAPUR JN
BR-04325,AST-0148,SEC-033,KVK,Signal Maintenance,45,Low,12:45,±30 min,Track Maintenance Team,Urgent,Pending,765,30,735,795,KVK,KAVATHE MAHANKL
BR-04326,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,05:30,±15 min,Signal Team,Urgent,Pending,330,15,315,345,DHI,DHULE
BR-04327,AST-0059,SEC-021,BD,Rail Grinding,75,Medium,01:00,±15 min,Track Maintenance Team,Normal,Pending,60,15,45,75,BD,BADNERA JN
BR-04328,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,08:15,±15 min,Signal Team,Urgent,Pending,495,15,480,510,JEUR,JEUR
BR-04329,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-04330,AST-0148,SEC-033,KVK,Signal Maintenance,30,Low,10:30,±30 min,Track Maintenance Team,Urgent,Pending,630,30,600,660,KVK,KAVATHE MAHANKL
BR-04331,AST-0063,SEC-019,MKU,Bridge Inspection,75,Low,10:00,±30 min,Signal Team,Normal,Pending,600,30,570,630,MKU,MALKAPUR
BR-04332,AST-0047,SEC-017,ANG,Track Inspection,45,Critical,06:15,±30 min,Bridge Inspection Team,Normal,Pending,375,30,345,405,ANG,AHMADNAGAR
BR-04333,AST-0086,SEC-030,WR,Track Inspection,30,High,03:30,±15 min,Track Maintenance Team,Normal,Pending,210,15,195,225,WR,WARDHA JN
BR-04334,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,20:45,±30 min,OHE Team,Urgent,Pending,1245,30,1215,1275,JMD,JAMDHA
BR-04335,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,10:30,±30 min,OHE Team,Normal,Pending,630,30,600,660,LTRR,LATUR ROAD
BR-04336,AST-0139,SEC-004,BNC,Signal Maintenance,75,Medium,01:15,Fixed,Track Maintenance Team,Urgent,Pending,75,0,75,75,BNC,BANGALORE CANT
BR-04337,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,13:00,Fixed,Track Maintenance Team,Normal,Pending,780,0,780,780,ARAG,ARAG
BR-04338,AST-0086,SEC-030,WR,Track Inspection,60,High,03:00,±30 min,Track Maintenance Team,Normal,Pending,180,30,150,210,WR,WARDHA JN
BR-04339,AST-0122,SEC-042,HBD,Bridge Inspection,45,High,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,HBD,HOSHANGABAD
BR-04340,AST-0059,SEC-021,BD,Track Renewal,45,Medium,15:15,±30 min,Signal Team,Urgent,Pending,915,30,885,945,BD,BADNERA JN
BR-04341,AST-0127,SEC-010,DHI,Point Machine Maintenance,30,Medium,06:15,±15 min,Signal Team,Urgent,Pending,375,15,360,390,DHI,DHULE
BR-04342,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,17:45,±15 min,Track Maintenance Team,Urgent,Pending,1065,15,1050,1080,BNC,BANGALORE CANT
BR-04343,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,09:00,±15 min,Bridge Inspection Team,Normal,Pending,540,15,525,555,PLO,PULGAON JN
BR-04344,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,21:30,±15 min,Signal Team,Urgent,Pending,1290,15,1275,1305,BDWD,BODWAD
BR-04345,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±60 min,Track Maintenance Team,Normal,Pending,1215,60,1155,1275,PRLI,PARLI VAIJNATH
BR-04346,AST-0183,SEC-008,PC,Signal Maintenance,60,High,16:00,±15 min,Bridge Inspection Team,Normal,Pending,960,15,945,975,PC,PACHORA JN
BR-04347,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,05:00,±15 min,Bridge Inspection Team,Urgent,Pending,300,15,285,315,JEUR,JEUR
BR-04348,AST-0171,SEC-012,KSRA,Track Inspection,30,High,21:00,Fixed,Track Maintenance Team,Normal,Pending,1260,0,1260,1260,KSRA,KASARA
BR-04349,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,02:00,±30 min,OHE Team,Normal,Pending,120,30,90,150,HWH,HOWRAH JN
BR-04350,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,13:15,±30 min,OHE Team,Urgent,Pending,795,30,765,825,JMD,JAMDHA
BR-04351,AST-0121,SEC-028,CND,Track Renewal,75,High,19:45,±60 min,Track Maintenance Team,Urgent,Pending,1185,60,1125,1245,CND,CHANDUR
BR-04352,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,17:30,±30 min,OHE Team,Urgent,Pending,1050,30,1020,1080,JMD,JAMDHA
BR-04353,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,±60 min,Bridge Inspection Team,Urgent,Pending,900,60,840,960,DLGN,DHALGAON
BR-04354,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:30,±30 min,Bridge Inspection Team,Normal,Pending,750,30,720,780,ARAG,ARAG
BR-04355,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,PRLI,PARLI VAIJNATH
BR-04356,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±15 min,Bridge Inspection Team,Normal,Pending,600,15,585,615,BINA,BINA JN
BR-04357,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60,VSKP,VISAKHAPATNAM
BR-04358,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,15:15,Fixed,OHE Team,Urgent,Pending,915,0,915,915,JTJ,JOLARPETTAI
BR-04359,AST-0197,SEC-020,AK,OHE Inspection,60,Medium,02:15,Fixed,Track Maintenance Team,Urgent,Pending,135,0,135,135,AK,AKOLA JN
BR-04360,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,22:15,±30 min,Signal Team,Normal,Pending,1335,30,1305,1365,JTJ,JOLARPETTAI
BR-04361,AST-0104,SEC-038,HD,Signal Maintenance,45,High,06:30,Fixed,Signal Team,Normal,Pending,390,0,390,390,HD,HARDA
BR-04362,AST-0124,SEC-022,NAVI,Rail Grinding,120,High,11:45,±60 min,Track Maintenance Team,Normal,Pending,705,60,645,765,NAVI,NEW AMRAVATI
BR-04363,AST-0148,SEC-033,KVK,Signal Maintenance,90,Low,12:00,±30 min,Track Maintenance Team,Urgent,Pending,720,30,690,750,KVK,KAVATHE MAHANKL
BR-04364,AST-0183,SEC-008,PC,Signal Maintenance,90,High,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810,PC,PACHORA JN
BR-04365,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,10:30,±15 min,OHE Team,Normal,Pending,630,15,615,645,MZR,MURTAJAPUR
BR-04366,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Track Maintenance Team,Normal,Pending,585,30,555,615,JL,JALGAON JN
BR-04367,AST-0027,SEC-026,PRLI,Track Inspection,45,High,07:30,Fixed,Track Maintenance Team,Normal,Pending,450,0,450,450,PRLI,PARLI VAIJNATH
BR-04368,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,09:00,±30 min,Bridge Inspection Team,Normal,Pending,540,30,510,570,PLO,PULGAON JN
BR-04369,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,07:45,±30 min,Signal Team,Normal,Pending,465,30,435,495,MKU,MALKAPUR
BR-04370,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:15,±15 min,Bridge Inspection Team,Normal,Pending,795,15,780,810,ARAG,ARAG
BR-04371,AST-0059,SEC-021,BD,Track Renewal,30,Medium,11:45,±15 min,Signal Team,Urgent,Pending,705,15,690,720,BD,BADNERA JN
BR-04372,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,BINA,BINA JN
BR-04373,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,06:30,±30 min,OHE Team,Normal,Pending,390,30,360,420,LTRR,LATUR ROAD
BR-04374,AST-0075,SEC-036,ARAG,Point Machine Maintenance,45,Medium,12:15,±15 min,Track Maintenance Team,Normal,Pending,735,15,720,750,ARAG,ARAG
BR-04375,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,11:45,±60 min,Track Maintenance Team,Normal,Pending,705,60,645,765,BD,BADNERA JN
BR-04376,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,11:45,±30 min,Track Maintenance Team,Normal,Pending,705,30,675,735,BD,BADNERA JN
BR-04377,AST-0183,SEC-008,PC,Signal Maintenance,30,High,06:30,±60 min,Bridge Inspection Team,Normal,Pending,390,60,330,450,PC,PACHORA JN
BR-04378,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:30,±30 min,Signal Team,Normal,Pending,930,30,900,960,JTJ,JOLARPETTAI
BR-04379,AST-0183,SEC-008,PC,Signal Maintenance,60,High,16:15,±30 min,Bridge Inspection Team,Normal,Pending,975,30,945,1005,PC,PACHORA JN
BR-04380,AST-0008,SEC-017,ANG,Track Renewal,75,Low,16:45,Fixed,OHE Team,Urgent,Pending,1005,0,1005,1005,ANG,AHMADNAGAR
BR-04381,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±60 min,Track Maintenance Team,Normal,Pending,1275,60,1215,1335,KGP,KHARAGPUR JN
BR-04382,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,01:00,±30 min,Track Maintenance Team,Normal,Pending,60,30,30,90,BD,BADNERA JN
BR-04383,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,20:15,±30 min,Signal Team,Urgent,Pending,1215,30,1185,1245,DHI,DHULE
BR-04384,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±60 min,Bridge Inspection Team,Normal,Pending,1275,60,1215,1335,KGP,KHARAGPUR JN
BR-04385,AST-0171,SEC-012,KSRA,Track Inspection,30,High,21:00,±30 min,Track Maintenance Team,Normal,Pending,1260,30,1230,1290,KSRA,KASARA
BR-04386,AST-0021,SEC-021,MZR,Signal Maintenance,120,High,02:15,±15 min,OHE Team,Normal,Pending,135,15,120,150,MZR,MURTAJAPUR
BR-04387,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,05:00,±30 min,Signal Team,Urgent,Pending,300,30,270,330,JEUR,JEUR
BR-04388,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,16:30,Fixed,Track Maintenance Team,Urgent,Pending,990,0,990,990,KVK,KAVATHE MAHANKL
BR-04389,AST-0163,SEC-050,RPH,Point Machine Maintenance,30,Critical,08:15,±30 min,Track Maintenance Team,Urgent,Pending,495,30,465,525,RPH,RAMPUR HAT
BR-04390,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,BINA,BINA JN
BR-04391,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,12:15,±30 min,Track Maintenance Team,Urgent,Pending,735,30,705,765,NAVI,NEW AMRAVATI
BR-04392,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-04393,AST-0077,SEC-033,DLGN,OHE Inspection,90,Low,16:00,±30 min,Bridge Inspection Team,Urgent,Pending,960,30,930,990,DLGN,DHALGAON
BR-04394,AST-0059,SEC-021,BD,Rail Grinding,45,Medium,15:15,±30 min,Track Maintenance Team,Normal,Pending,915,30,885,945,BD,BADNERA JN
BR-04395,AST-0121,SEC-028,CND,Track Renewal,30,High,17:30,±15 min,Track Maintenance Team,Urgent,Pending,1050,15,1035,1065,CND,CHANDUR
BR-04396,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,19:15,±30 min,Bridge Inspection Team,Normal,Pending,1155,30,1125,1185,ANG,AHMADNAGAR
BR-04397,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,13:00,±30 min,Bridge Inspection Team,Urgent,Pending,780,30,750,810,DLGN,DHALGAON
BR-04398,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,09:00,Fixed,Bridge Inspection Team,Normal,Pending,540,0,540,540,PLO,PULGAON JN
BR-04399,AST-0075,SEC-036,ARAG,Point Machine Maintenance,45,Medium,13:45,±30 min,Track Maintenance Team,Normal,Pending,825,30,795,855,ARAG,ARAG
BR-04400,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Bridge Inspection Team,Urgent,Pending,585,30,555,615,JL,JALGAON JN
BR-04401,AST-0126,SEC-041,GAR,Track Renewal,90,Medium,14:00,±15 min,Bridge Inspection Team,Normal,Pending,840,15,825,855,GAR,GADARWARA
BR-04402,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,14:45,±15 min,Bridge Inspection Team,Normal,Pending,885,15,870,900,PLO,PULGAON JN
BR-04403,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,20:00,±15 min,Bridge Inspection Team,Normal,Pending,1200,15,1185,1215,GAR,GADARWARA
BR-04404,AST-0121,SEC-028,CND,Track Renewal,90,High,07:30,Fixed,Track Maintenance Team,Urgent,Pending,450,0,450,450,CND,CHANDUR
BR-04405,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:15,±60 min,OHE Team,Urgent,Pending,795,60,735,855,PAU,PURNA JN
BR-04406,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,13:00,±30 min,Track Maintenance Team,Urgent,Pending,780,30,750,810,NAVI,NEW AMRAVATI
BR-04407,AST-0042,SEC-020,SEG,Track Inspection,75,Low,08:45,±30 min,Track Maintenance Team,Normal,Pending,525,30,495,555,SEG,SHEGAON
BR-04408,AST-0063,SEC-019,MKU,Bridge Inspection,45,Low,07:45,±30 min,Signal Team,Normal,Pending,465,30,435,495,MKU,MALKAPUR
BR-04409,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,15:15,±15 min,Track Maintenance Team,Urgent,Pending,915,15,900,930,NAVI,NEW AMRAVATI
BR-04410,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,16:30,±15 min,Track Maintenance Team,Normal,Pending,990,15,975,1005,NAVI,NEW AMRAVATI
BR-04411,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-04412,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,21:30,±15 min,OHE Team,Normal,Pending,1290,15,1275,1305,MZR,MURTAJAPUR
BR-04413,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
