asset_id,asset_type,section_id,nearest_station_code,age_years,condition_score,failure_count_24m,days_since_last_maintenance,usage_percent,criticality,asset_risk_score,maintenance_priority
AST-20182,Track,SEC-276,PNP,25,60.15,4,476,40,High,51.2,Medium
AST-20183,Track,SEC-281,SMNE,27,61.28,2,242,66,High,47.97,Medium
AST-20184,Point Machine,SEC-079,GAJ,35,54.47,4,741,57,High,73.83,High
AST-20185,Track,SEC-061,JJKR,24,76.14,0,13,24,Medium,28.59,Low
AST-20186,OHE,SEC-176,KRBO,12,68.58,2,468,53,High,48.02,Medium
AST-20187,Track,SEC-147,DR,19,57.18,4,501,83,Critical,68.35,High
AST-20188,Track,SEC-411,SNK,25,53.26,3,287,41,Medium,46.14,Medium
AST-20189,Track,SEC-010,PUNE,17,56.67,2,579,56,Low,34.76,Low
AST-20190,OHE,SEC-230,CPR,1,77.12,0,596,40,High,44.87,Medium
AST-20191,Bridge,SEC-366,BARH,18,65.77,2,400,40,Low,33.8,Low
AST-20192,Bridge,SEC-337,DVL,17,91.63,1,13,65,High,43.4,Medium
AST-20193,Level Crossing,SEC-155,KPG,17,78.89,0,307,73,Low,23.33,Low
AST-20194,Signal,SEC-466,MAS,24,55.86,3,690,50,Medium,50.64,Medium
AST-20195,Track,SEC-028,BUI,9,71.31,1,494,73,High,57.33,High
AST-20196,OHE,SEC-101,KSG,19,60.08,0,193,80,High,41.46,Medium
AST-20197,OHE,SEC-447,SDB,9,67.39,1,575,58,High,54.6,Medium
AST-20198,Bridge,SEC-458,HP,30,60.71,4,510,56,High,57.37,High
AST-20199,Bridge,SEC-368,NGO,27,53.18,4,537,31,High,59.5,High
AST-20200,Level Crossing,SEC-079,BTJL,17,74.87,0,527,20,High,52.17,Medium
AST-20201,Signal,SEC-001,RGO,20,76.25,5,615,66,High,54.11,Medium
AST-20202,Bridge,SEC-237,KRR,12,72.78,1,331,43,High,47.52,Medium
AST-20203,OHE,SEC-132,BZA,33,63.04,2,473,35,High,50.17,Medium
AST-20204,Signal,SEC-150,RUR,17,60.34,2,605,67,High,63.72,High
AST-20205,Level Crossing,SEC-119,SEH,25,56.63,5,522,51,Critical,72.26,High
AST-20206,Point Machine,SEC-347,MZP,26,57.41,1,210,38,Medium,34.39,Low
AST-20207,Bridge,SEC-263,BZA,26,62.97,4,469,44,Low,33.85,Low
AST-20208,Level Crossing,SEC-057,MB,7,77.95,2,484,54,Medium,30.81,Low
AST-20209,Signal,SEC-089,BUT,12,76.24,2,535,80,High,63.08,High
AST-20210,Track,SEC-395,JTJ,34,59.41,2,187,58,Critical,63.17,High
AST-20211,Level Crossing,SEC-467,DEC,26,47.67,5,775,40,Low,41.07,Medium
AST-20212,Signal,SEC-330,ANND,21,69.63,1,13,72,Low,22.26,Low
AST-20213,Level Crossing,SEC-036,NGAN,31,48.4,2,461,71,Low,35.49,Medium
AST-20214,Track,SEC-070,MAQ,20,72.75,3,513,54,High,47.45,Medium
AST-20215,Track,SEC-411,BE,35,61.47,2,13,68,High,56.48,High
AST-20216,OHE,SEC-252,BGS,32,47.82,4,478,64,Medium,50.31,Medium
AST-20217,Point Machine,SEC-404,JAJ,27,80.78,3,203,88,Medium,30.45,Low
AST-20218,Signal,SEC-481,BALU,13,76.29,3,225,49,Medium,32.17,Low
AST-20219,Bridge,SEC-252,SINI,30,38.44,7,888,69,Medium,70.79,High
AST-20220,Bridge,SEC-212,SPT,13,56.96,1,713,77,High,67.91,High
AST-20221,Point Machine,SEC-204,ROHA,8,83.04,0,407,35,Low,11.47,Low
AST-20222,Signal,SEC-229,BDCR,35,29.86,8,842,72,High,74.56,High
AST-20223,Point Machine,SEC-108,PTKC,25,88.94,3,13,75,High,40.35,Medium
AST-20224,Signal,SEC-410,UDL,28,54.04,4,639,62,Critical,64.38,High
AST-20225,Point Machine,SEC-135,CLT,18,72.96,1,251,41,Medium,35.4,Medium
AST-20226,Point Machine,SEC-222,MOTC,14,67.39,0,313,20,Low,17.67,Low
AST-20227,Signal,SEC-126,NBQ,23,53.08,5,888,43,High,69.9,High
AST-20228,Bridge,SEC-067,PNC,14,80.18,1,183,46,High,41.19,Medium
AST-20229,Bridge,SEC-228,DD,1,71.07,1,568,70,High,51.66,Medium
AST-20230,Signal,SEC-466,HBJ,23,58.29,3,749,42,High,64.65,High
AST-20231,Track,SEC-072,BLGR,8,69.03,1,617,72,Low,29.62,Low
AST-20232,Bridge,SEC-364,NZM,11,73.02,1,523,40,High,53.72,Medium
AST-20233,Bridge,SEC-238,KIR,20,60.02,2,280,76,High,64.56,High
AST-20234,Point Machine,SEC-253,KTHU,17,90.03,1,13,55,Low,14.12,Low
AST-20235,Bridge,SEC-209,MAQ,10,82.67,3,192,52,High,35.97,Medium
AST-20236,OHE,SEC-166,CBN,12,68.93,1,347,87,High,53.36,Medium
AST-20237,Level Crossing,SEC-454,TRL,16,79.03,4,351,49,Medium,36.55,Medium
AST-20238,Point Machine,SEC-353,NW,15,79.77,1,155,87,High,43.48,Medium
AST-20239,Bridge,SEC-229,AKRD,8,69.45,4,440,22,High,52.87,Medium
AST-20240,Signal,SEC-241,PUNE,17,56.88,4,538,47,Low,51.6,Medium
AST-20241,OHE,SEC-107,HBJ,24,68.89,2,81,76,Low,23.26,Low
AST-20242,OHE,SEC-143,TDO,17,70.05,3,187,34,High,48.95,Medium
AST-20243,Track,SEC-065,SUR,27,28.71,3,710,38,Critical,77.97,Critical
AST-20244,OHE,SEC-415,KRR,10,74.4,2,387,62,High,53.78,Medium
AST-20245,Signal,SEC-386,TIR,21,61.15,1,513,71,Low,30.8,Low
AST-20246,Bridge,SEC-350,GKP,17,68.26,3,710,54,Critical,75.18,Critical
AST-20247,Bridge,SEC-091,MLMR,19,67.85,3,409,29,Medium,41.42,Medium
AST-20248,Point Machine,SEC-387,LPNR,19,64.33,2,164,53,High,52.32,Medium
AST-20249,Level Crossing,SEC-496,NK,31,71.35,3,490,52,Medium,42.77,Medium
AST-20250,Level Crossing,SEC-433,GWL,28,54.65,3,367,68,Medium,39.08,Medium
AST-20251,Track,SEC-355,NNN,7,81.82,3,307,100,Critical,64.15,High
AST-20252,Signal,SEC-106,ANGL,17,68.47,0,736,57,High,47.76,Medium
AST-20253,OHE,SEC-244,BPQ,1,75.54,0,602,65,Medium,36.85,Medium
AST-20254,OHE,SEC-006,KOO,1,89.03,1,212,40,Critical,52.75,Medium
AST-20255,Signal,SEC-498,GGC,11,87.34,0,13,45,Medium,29.61,Low
AST-20256,Bridge,SEC-346,JU,28,79.64,1,398,37,Critical,58.31,High
AST-20257,Track,SEC-422,KHDB,9,80.5,0,520,57,Low,23.98,Low
AST-20258,Level Crossing,SEC-354,JTJ,7,76.43,5,551,58,Medium,48.25,Medium
AST-20259,OHE,SEC-482,LTT,29,71.55,1,13,20,Medium,17.82,Low
AST-20260,Signal,SEC-328,PVR,28,43.2,1,888,57,Critical,82.32,Critical
AST-20261,Signal,SEC-278,FA,5,63.47,0,285,75,Critical,57.49,High
AST-20262,Track,SEC-089,FZD,22,57.73,4,577,100,High,55.32,High
AST-20263,Bridge,SEC-137,BER,18,60.61,0,674,67,High,56.86,High
AST-20264,OHE,SEC-411,HSI,13,91.17,1,440,28,Medium,29.81,Low
AST-20265,Signal,SEC-209,BLS,5,69.52,4,565,60,High,58.8,High
AST-20266,OHE,SEC-006,BE,17,66.2,2,277,72,High,47.35,Medium
AST-20267,Point Machine,SEC-466,GD,12,89.72,2,207,39,Medium,24.59,Low
AST-20268,OHE,SEC-105,KBJ,27,57.18,3,278,61,Low,33.14,Low
AST-20269,OHE,SEC-118,UDZ,18,53.83,1,557,96,Medium,39.24,Medium
AST-20270,OHE,SEC-192,MKA,23,63.96,6,579,52,High,50.39,Medium
AST-20271,Level Crossing,SEC-210,TGN,18,53.59,1,676,63,Critical,81.51,Critical
AST-20272,Signal,SEC-092,GTL,8,70.4,3,691,35,Low,40.53,Medium
AST-20273,Point Machine,SEC-063,DEC,16,67.55,1,649,80,Medium,48.62,Medium
AST-20274,Point Machine,SEC-395,UNK,25,61.76,2,368,63,Critical,76.7,Critical
AST-20275,Bridge,SEC-478,CPD,27,61.13,3,310,28,High,49.5,Medium
AST-20276,Level Crossing,SEC-303,ETW,2,82.14,2,297,51,Critical,54.37,Medium
AST-20277,Level Crossing,SEC-170,ERS,27,62.6,6,782,32,High,62.45,High
AST-20278,OHE,SEC-450,BSP,11,87.94,1,344,42,Medium,22.08,Low
AST-20279,OHE,SEC-237,KMEZ,9,70.59,5,838,78,Critical,66.65,High
AST-20280,Signal,SEC-125,BUG,27,58.6,1,525,52,High,52.7,Medium
AST-20281,Point Machine,SEC-055,MGS,22,63.51,1,208,79,Low,28.38,Low
AST-20282,OHE,SEC-065,BGS,33,38.1,0,685,50,Critical,72.62,High
AST-20283,OHE,SEC-325,KDZ,35,47.96,2,792,63,Critical,75.57,Critical
AST-20284,Point Machine,SEC-135,UHL,5,90.28,0,13,62,Medium,17.01,Low
AST-20285,Bridge,SEC-376,JTJ,13,70.36,0,351,60,High,49.83,Medium
AST-20286,Point Machine,SEC-424,ASK,17,85.51,2,388,38,Low,24.71,Low
AST-20287,Track,SEC-092,DLI,20,81.28,4,407,62,High,50.48,Medium
AST-20288,OHE,SEC-238,GSPR,24,76.78,0,167,82,Low,25.62,Low
AST-20289,OHE,SEC-461,BOR,19,67.88,4,161,20,Medium,46.17,Medium
AST-20290,Level Crossing,SEC-487,LC,20,78.22,3,281,52,Medium,28.37,Low
AST-20291,Signal,SEC-473,AN,10,76.47,0,254,81,High,47.46,Medium
AST-20292,OHE,SEC-177,VZM,17,68.47,0,270,47,High,51.18,Medium
AST-20293,Bridge,SEC-127,RKSN,19,67.41,4,802,75,Critical,68.71,High
AST-20294,Signal,SEC-115,SIR,18,55.64,2,753,37,High,57.35,High
AST-20295,Bridge,SEC-199,JWP,20,72.59,1,299,36,Low,17.23,Low
AST-20296,OHE,SEC-019,MAS,27,55.23,2,654,71,High,56.56,High
AST-20297,Bridge,SEC-060,LKO,24,61.61,2,256,96,Medium,41.25,Medium
AST-20298,Track,SEC-134,NK,13,70.91,1,123,62,Low,25.26,Low
AST-20299,Signal,SEC-407,SBC,26,51.14,1,690,72,Medium,52.01,Medium
AST-20300,Level Crossing,SEC-259,MNSR,32,48.08,9,607,69,Critical,80.52,Critical
AST-20301,Level Crossing,SEC-279,PLCJ,17,75.19,3,13,29,High,43.56,Medium
AST-20302,Point Machine,SEC-370,BDCR,11,80.7,2,607,30,High,43.53,Medium
AST-20303,Track,SEC-407,BSL,13,74.96,1,232,64,High,37.36,Medium
AST-20304,Signal,SEC-062,MUV,21,63.12,2,196,72,Critical,68.38,High
AST-20305,Track,SEC-428,CLDY,16,64.63,3,575,85,High,62.93,High
AST-20306,Track,SEC-019,RBK,35,41.14,1,828,59,Low,48.32,Medium
AST-20307,Point Machine,SEC-036,KNN,27,40.48,3,601,64,Medium,63.1,High
AST-20308,OHE,SEC-380,BH,22,42.31,3,614,75,Medium,59.84,High
AST-20309,OHE,SEC-195,BH,35,59.22,7,460,39,High,54.35,Medium
AST-20310,Track,SEC-253,BME,9,74.71,2,336,70,Medium,44.15,Medium
AST-20311,OHE,SEC-497,BHKD,27,87.12,0,49,64,High,40.48,Medium
AST-20312,OHE,SEC-401,SLO,18,80.89,2,441,100,Critical,61.44,High
AST-20313,Bridge,SEC-072,OGL,20,54.47,2,607,79,Critical,79.9,Critical
AST-20314,OHE,SEC-017,SAW,17,54.4,6,834,66,Critical,84.84,Critical
AST-20315,Bridge,SEC-249,KHS,26,71.53,2,274,40,Medium,40.64,Medium
AST-20316,Track,SEC-400,HAPA,20,67.39,2,461,60,High,50.33,Medium
AST-20317,OHE,SEC-343,UJN,27,54.9,2,477,73,High,63.37,High
AST-20318,Level Crossing,SEC-065,TNA,33,50.69,6,740,54,Low,47.18,Medium
AST-20319,Track,SEC-312,DNA,23,65.66,0,131,40,High,33.53,Low
AST-20320,Level Crossing,SEC-405,RGO,12,91.1,1,56,56,Low,15.45,Low
AST-20321,Track,SEC-446,BIH,18,47.24,2,625,70,High,58.89,High
AST-20322,Level Crossing,SEC-097,PRR,9,70.83,2,562,43,Low,26.53,Low
AST-20323,Bridge,SEC-291,AK,13,66.94,2,623,41,Critical,73.59,High
AST-20324,Bridge,SEC-107,BIG,15,71.31,3,479,55,Medium,42.23,Medium
AST-20325,Level Crossing,SEC-454,LMG,11,82.73,2,361,65,High,48.62,Medium
AST-20326,Track,SEC-451,CSTM,21,73.26,1,92,50,Low,16.44,Low
AST-20327,Point Machine,SEC-076,QLN,27,60.84,3,224,53,High,51.33,Medium
AST-20328,Signal,SEC-390,MJ,18,48.45,6,888,96,Critical,90.06,Critical
AST-20329,Point Machine,SEC-384,JUD,26,38.24,4,829,61,Critical,80.97,Critical
AST-20330,OHE,SEC-318,BV,1,83.08,1,368,44,High,44.5,Medium
AST-20331,Level Crossing,SEC-006,KGP,17,83.25,3,607,58,High,52.0,Medium
AST-20332,Level Crossing,SEC-098,SRID,26,49.45,2,650,44,Critical,76.92,Critical
AST-20333,Point Machine,SEC-281,CBG,27,86.79,4,423,33,High,49.53,Medium
AST-20334,Signal,SEC-046,MALM,23,69.62,3,316,41,High,41.08,Medium
AST-20335,Bridge,SEC-248,BBS,21,66.52,3,459,58,Critical,62.58,High
AST-20336,Track,SEC-077,KTHU,31,65.6,6,432,95,Critical,68.46,High
AST-20337,Track,SEC-200,TUNI,10,51.05,8,848,53,High,69.37,High
AST-20338,OHE,SEC-123,PGT,9,74.31,1,324,34,Medium,27.11,Low
AST-20339,OHE,SEC-103,BSL,19,76.18,2,543,54,Critical,65.79,High
AST-20340,Signal,SEC-406,KTSH,18,68.44,1,544,73,High,55.7,High
AST-20341,OHE,SEC-408,BHET,9,82.33,1,94,46,Medium,25.11,Low
AST-20342,Signal,SEC-308,OGL,16,78.55,1,13,56,Medium,20.82,Low
AST-20343,Bridge,SEC-321,BPQ,13,66.36,1,888,84,Medium,44.13,Medium
AST-20344,Level Crossing,SEC-041,UMB,20,75.66,5,395,88,Critical,72.06,High
AST-20345,Bridge,SEC-435,BWT,12,55.39,1,611,44,Low,30.84,Low
AST-20346,Point Machine,SEC-012,NGN,20,66.22,5,721,42,High,61.9,High
AST-20347,Track,SEC-183,KMD,17,54.72,6,641,48,Critical,77.07,Critical
AST-20348,Bridge,SEC-411,BHC,19,74.96,2,99,76,Medium,34.88,Low
AST-20349,Track,SEC-027,DWK,23,55.95,6,762,53,High,58.27,High
AST-20350,Point Machine,SEC-119,IDG,33,52.49,1,364,41,High,60.8,High
AST-20351,OHE,SEC-129,EE,1,91.81,2,484,53,Critical,59.4,High
AST-20352,Signal,SEC-413,KGM,5,86.85,0,324,36,Critical,52.63,Medium
AST-20353,Level Crossing,SEC-422,PAV,10,77.12,3,557,54,Critical,63.86,High
AST-20354,OHE,SEC-403,FDB,33,65.2,6,548,85,High,58.76,High
AST-20355,Bridge,SEC-035,HSD,20,55.01,4,478,66,High,56.6,High
AST-20356,Track,SEC-057,ED,34,62.79,3,525,70,Medium,46.31,Medium
AST-20357,OHE,SEC-211,BBK,15,45.04,2,820,64,Medium,56.65,High
AST-20358,Point Machine,SEC-405,GAR,9,79.68,0,165,95,High,43.91,Medium
AST-20359,Track,SEC-316,BINA,25,60.12,2,511,63,Medium,46.94,Medium
AST-20360,OHE,SEC-180,LRJ,16,46.77,3,760,60,High,68.38,High
AST-20361,OHE,SEC-486,FA,23,66.68,2,739,50,Low,38.78,Medium
AST-20362,OHE,SEC-244,RVKH,35,52.9,4,709,55,High,69.79,High
AST-20363,Point Machine,SEC-093,ND,32,49.95,0,359,78,Critical,64.75,High
AST-20364,Point Machine,SEC-282,RJP,17,60.3,7,689,77,Critical,66.56,High
AST-20365,Track,SEC-188,CKTD,11,58.96,3,330,86,Medium,41.54,Medium
AST-20366,Track,SEC-051,BKN,28,47.82,1,518,45,Medium,46.97,Medium
AST-20367,Track,SEC-355,SRE,26,75.88,3,13,65,Low,27.92,Low
AST-20368,Bridge,SEC-266,KRR,32,58.27,2,324,20,High,49.85,Medium
AST-20369,OHE,SEC-268,MKN,13,72.53,1,442,58,Medium,36.91,Medium
AST-20370,Track,SEC-400,DMM,23,56.84,3,478,77,High,53.82,Medium
AST-20371,OHE,SEC-333,ERS,12,71.77,0,380,72,Medium,33.66,Low
AST-20372,Track,SEC-085,PFM,20,65.34,4,536,75,Critical,65.92,High
AST-20373,Bridge,SEC-065,BSL,35,62.46,2,100,63,High,46.75,Medium
AST-20374,Track,SEC-397,DHN,15,85.04,3,502,33,Medium,30.04,Low
AST-20375,Track,SEC-479,LMG,6,72.02,3,459,65,High,49.46,Medium
AST-20376,Bridge,SEC-246,GDR,28,68.29,2,140,64,High,44.59,Medium
AST-20377,Track,SEC-042,SURI,18,52.23,8,541,85,Medium,49.29,Medium
AST-20378,Bridge,SEC-468,FTP,25,65.12,1,294,81,Critical,63.73,High
AST-20379,Signal,SEC-448,BZA,1,72.68,4,572,56,High,49.16,Medium
AST-20380,Track,SEC-325,DMO,16,58.84,1,805,40,High,58.6,High
AST-20381,Bridge,SEC-219,KTYM,35,46.52,5,451,86,Critical,74.25,High
AST-20382,Signal,SEC-431,NED,24,57.74,2,583,55,Medium,38.56,Medium
AST-20383,Track,SEC-352,KSV,35,67.7,4,204,65,High,53.52,Medium
AST-20384,OHE,SEC-259,DHNE,22,66.98,3,582,41,Medium,41.59,Medium
AST-20385,OHE,SEC-359,SAG,11,62.9,2,488,49,Low,31.96,Low
AST-20386,Bridge,SEC-058,GOK,18,56.83,2,520,55,Medium,39.03,Medium
AST-20387,Bridge,SEC-382,JJKR,26,77.77,2,340,60,High,46.04,Medium
AST-20388,Point Machine,SEC-011,KJM,14,72.76,0,625,35,Critical,61.82,High
AST-20389,Level Crossing,SEC-417,SNX,15,66.84,2,203,78,Medium,43.28,Medium
AST-20390,Signal,SEC-131,PHK,29,53.11,2,686,60,High,63.23,High
AST-20391,Signal,SEC-254,NNW,17,70.53,0,470,78,High,58.52,High
AST-20392,Signal,SEC-455,NBG,20,64.49,3,507,46,Critical,75.77,Critical
AST-20393,Signal,SEC-298,JJKR,5,68.23,1,222,34,High,43.18,Medium
AST-20394,Level Crossing,SEC-370,JHS,22,72.9,2,13,58,Medium,29.08,Low
AST-20395,Signal,SEC-352,KRNT,21,49.32,2,888,32,Critical,70.77,High
AST-20396,OHE,SEC-213,ROU,35,58.17,3,404,59,Medium,44.79,Medium
AST-20397,OHE,SEC-457,ERS,34,53.03,1,491,76,Low,37.87,Medium
AST-20398,Signal,SEC-204,CT,13,57.85,3,888,54,High,58.48,High
AST-20399,Point Machine,SEC-422,ABR,6,72.09,1,581,64,High,53.44,Medium
AST-20400,Bridge,SEC-388,HGT,26,59.93,8,527,62,Critical,83.81,Critical
AST-20401,Track,SEC-431,PNYA,10,64.25,1,638,46,High,51.93,Medium
AST-20402,Signal,SEC-359,CBE,16,70.23,4,267,65,Low,30.62,Low
AST-20403,OHE,SEC-472,RNY,28,64.06,1,388,42,Critical,57.82,High
AST-20404,OHE,SEC-473,ST,10,94.01,2,89,49,High,43.73,Medium
AST-20405,Level Crossing,SEC-062,HX,21,70.11,3,261,58,Medium,28.79,Low
AST-20406,Track,SEC-333,ED,23,64.1,5,439,68,High,51.66,Medium
AST-20407,Bridge,SEC-200,BSM,25,63.14,1,383,40,High,55.2,High
AST-20408,Signal,SEC-299,JSG,32,48.2,3,358,100,Low,39.33,Medium
AST-20409,Level Crossing,SEC-453,TCR,32,51.95,5,529,52,High,61.71,High
AST-20410,Point Machine,SEC-357,CPR,31,58.99,1,460,20,High,58.7,High
AST-20411,Track,SEC-140,CPR,25,54.51,2,888,81,High,67.95,High
AST-20412,Signal,SEC-063,PUNE,24,51.24,4,740,59,Low,48.88,Medium
AST-20413,Level Crossing,SEC-077,SCI,16,62.98,4,696,75,Low,42.21,Medium
AST-20414,Point Machine,SEC-337,SLI,24,59.27,5,497,63,Medium,46.27,Medium
AST-20415,Track,SEC-053,SC,7,69.98,0,344,51,Low,23.04,Low
AST-20416,Track,SEC-251,KRP,27,74.01,0,75,66,Critical,60.5,High
AST-20417,Bridge,SEC-187,PFM,35,61.5,3,167,65,High,56.35,High
AST-20418,Level Crossing,SEC-275,ANVR,25,74.3,2,230,31,High,52.32,Medium
AST-20419,OHE,SEC-083,NRLR,9,59.03,1,419,70,High,57.39,High
AST-20420,OHE,SEC-314,NN,34,58.71,1,400,56,High,54.24,Medium
AST-20421,Track,SEC-444,RGDA,24,87.37,0,13,20,High,33.13,Low
AST-20422,Bridge,SEC-345,SWPR,17,66.34,1,496,72,High,57.05,High
AST-20423,Point Machine,SEC-271,BUDM,7,93.47,0,13,33,High,27.49,Low
AST-20424,Bridge,SEC-264,TNA,25,68.25,2,292,31,Medium,33.8,Low
AST-20425,Signal,SEC-239,RN,16,52.42,4,690,53,Low,37.85,Medium
AST-20426,Bridge,SEC-057,KZE,6,95.81,2,312,54,High,47.86,Medium
AST-20427,Signal,SEC-092,KGP,9,97.1,0,190,81,High,27.04,Low
AST-20428,Bridge,SEC-377,DHG,11,74.51,1,787,73,Low,35.68,Medium
AST-20429,OHE,SEC-335,SBB,35,52.57,6,862,51,Medium,56.22,High
AST-20430,OHE,SEC-448,HBD,21,68.86,2,312,78,High,54.14,Medium
AST-20431,Level Crossing,SEC-390,NLDM,31,46.02,0,323,67,Medium,49.11,Medium
AST-20432,Level Crossing,SEC-203,ALU,19,72.8,1,294,84,High,57.32,High
AST-20433,Level Crossing,SEC-213,KGP,8,59.62,4,728,61,High,61.6,High
AST-20434,Level Crossing,SEC-465,MGS,13,69.84,3,413,70,High,50.34,Medium
AST-20435,Track,SEC-053,AK,35,44.21,4,820,77,High,65.15,High
AST-20436,Point Machine,SEC-048,MKSR,25,61.7,2,279,66,Medium,28.41,Low
AST-20437,Level Crossing,SEC-404,TDU,18,63.23,3,855,61,High,68.89,High
AST-20438,OHE,SEC-453,UHL,7,92.27,1,261,92,Medium,22.99,Low
AST-20439,OHE,SEC-482,JL,20,78.7,1,305,36,Medium,30.28,Low
AST-20440,Bridge,SEC-234,SRE,33,51.16,5,658,20,Critical,69.74,High
AST-20441,Signal,SEC-070,GDR,31,64.47,3,362,53,Medium,36.38,Medium
AST-20442,Signal,SEC-255,SSPD,10,74.23,1,79,45,Critical,56.41,High
AST-20443,Level Crossing,SEC-362,JGJ,21,67.23,0,347,70,High,51.18,Medium
AST-20444,Point Machine,SEC-432,WR,18,52.25,1,753,51,Low,35.52,Medium
AST-20445,Bridge,SEC-336,HBD,19,50.7,1,694,41,Medium,45.99,Medium
AST-20446,Point Machine,SEC-410,BGM,7,60.25,6,660,53,Critical,86.61,Critical
AST-20447,Bridge,SEC-230,KY,16,65.47,4,458,58,Low,26.01,Low
AST-20448,OHE,SEC-353,VSU,23,65.22,5,439,44,Medium,43.95,Medium
AST-20449,Bridge,SEC-031,NMP,20,63.58,5,204,50,High,51.78,Medium
AST-20450,Level Crossing,SEC-462,HPP,11,77.55,2,330,50,High,51.6,Medium
AST-20451,Bridge,SEC-477,TTR,30,70.44,3,414,86,High,57.49,High
AST-20452,Signal,SEC-071,MGS,32,54.25,3,372,66,High,63.21,High
AST-20453,Track,SEC-164,SBC,20,67.92,1,659,56,Medium,43.78,Medium
AST-20454,Signal,SEC-496,GNT,13,69.63,3,605,26,High,57.75,High
AST-20455,OHE,SEC-126,STA,23,51.22,2,652,46,Critical,82.78,Critical
AST-20456,Bridge,SEC-077,JHS,17,76.99,1,113,57,Low,25.35,Low
AST-20457,OHE,SEC-488,URI,18,77.28,0,71,23,Critical,48.79,Medium
AST-20458,Level Crossing,SEC-143,SM,29,55.58,3,468,56,Critical,68.63,High
AST-20459,OHE,SEC-442,BAB,32,51.51,2,853,58,Critical,80.1,Critical
AST-20460,Level Crossing,SEC-115,TLGP,19,56.45,1,530,68,Medium,52.0,Medium
AST-20461,OHE,SEC-358,NU,19,70.79,3,279,65,High,52.19,Medium
AST-20462,Track,SEC-273,BZA,6,78.77,1,250,50,High,33.49,Low
AST-20463,OHE,SEC-035,GPY,13,57.85,1,564,68,High,61.05,High
AST-20464,OHE,SEC-352,SEO,6,48.98,6,724,66,Low,51.84,Medium
AST-20465,Track,SEC-097,KRY,27,52.28,4,711,47,Critical,81.37,Critical
AST-20466,OHE,SEC-148,JOC,26,54.54,3,622,71,Medium,53.48,Medium
AST-20467,Signal,SEC-436,ARJ,1,89.74,1,569,20,High,41.25,Medium
AST-20468,Signal,SEC-350,JRC,22,61.77,5,888,59,Critical,84.19,Critical
AST-20469,Level Crossing,SEC-117,GR,31,43.73,8,697,41,Medium,67.52,High
AST-20470,Signal,SEC-199,RJY,5,79.05,0,391,40,High,55.14,High
AST-20471,Point Machine,SEC-452,NJP,18,62.71,2,503,38,Critical,59.42,High
AST-20472,Level Crossing,SEC-057,DGHA,35,38.7,6,888,58,Critical,86.48,Critical
AST-20473,Signal,SEC-286,AGC,23,73.74,4,489,31,Critical,62.34,High
AST-20474,Track,SEC-039,LRJ,11,74.68,5,625,52,Critical,71.44,High
AST-20475,Point Machine,SEC-458,DBG,19,65.78,4,399,31,High,48.57,Medium
AST-20476,Signal,SEC-282,MMR,25,86.61,2,176,28,Critical,43.87,Medium
AST-20477,OHE,SEC-384,LAV,16,55.2,4,759,45,Low,28.99,Low
AST-20478,Signal,SEC-419,ND,34,46.13,0,284,97,High,61.39,High
AST-20479,Bridge,SEC-399,NU,17,81.05,6,532,61,Medium,43.71,Medium
AST-20480,Track,SEC-056,NAD,22,63.19,3,75,77,High,44.54,Medium
AST-20481,Point Machine,SEC-068,MS,16,53.65,2,692,49,Critical,79.72,Critical
AST-20482,Track,SEC-451,BKN,25,67.16,2,573,28,Low,29.04,Low
AST-20483,Point Machine,SEC-183,GDR,17,51.99,4,809,71,Critical,69.16,High
AST-20484,Track,SEC-421,RGDA,16,58.72,3,242,85,High,57.03,High
AST-20485,Signal,SEC-105,SBP,28,62.89,5,148,65,High,50.55,Medium
AST-20486,Signal,SEC-270,MB,6,65.01,0,361,62,High,53.06,Medium
AST-20487,Signal,SEC-025,BDJ,30,51.3,3,811,42,High,70.69,High
AST-20488,OHE,SEC-289,KIUL,28,52.31,2,479,75,Medium,53.88,Medium
AST-20489,Bridge,SEC-199,RJN,24,77.9,4,357,29,Medium,30.9,Low
AST-20490,Signal,SEC-387,KUE,19,61.38,5,455,32,Critical,64.59,High
AST-20491,OHE,SEC-451,BZA,4,91.14,0,218,54,Medium,28.27,Low
AST-20492,Bridge,SEC-423,DURE,1,69.03,4,495,30,High,48.36,Medium
AST-20493,Signal,SEC-345,PAU,11,79.75,3,379,55,Critical,64.33,High
AST-20494,Track,SEC-175,MRJ,25,79.91,2,112,33,High,32.34,Low
AST-20495,Bridge,SEC-427,KWV,17,78.59,2,414,39,Critical,60.95,High
AST-20496,Point Machine,SEC-180,KQR,23,67.61,4,511,34,High,55.87,High
AST-20497,OHE,SEC-174,BINA,24,63.23,2,361,55,High,46.04,Medium
AST-20498,Level Crossing,SEC-003,CAI,33,77.2,2,13,60,Medium,33.49,Low
AST-20499,Bridge,SEC-136,NK,28,59.12,5,401,37,Medium,55.2,High
AST-20500,OHE,SEC-148,PUNE,10,67.37,3,689,43,High,54.81,Medium
AST-20501,OHE,SEC-036,GLPT,11,88.23,0,205,57,High,30.33,Low
AST-20502,Point Machine,SEC-104,MLK,1,69.85,1,442,77,High,41.49,Medium
AST-20503,Signal,SEC-198,ET,19,71.54,3,400,45,Medium,36.48,Medium
AST-20504,Track,SEC-212,MGS,20,73.96,2,384,71,Medium,32.07,Low
AST-20505,Bridge,SEC-286,PTA,27,52.04,2,416,43,Medium,43.63,Medium
